Date,Hours,NO
14/02/19,19-20,18560
14/02/19,20-21,18321
14/02/19,21-22,18025
14/02/19,22-23,17338
14/02/19,23-00,16460
15/02/19,00-01,15783
15/02/19,01-02,15384
15/02/19,02-03,15343
15/02/19,03-04,15260
15/02/19,04-05,15638
15/02/19,05-06,16209
15/02/19,06-07,17148
15/02/19,07-08,18596
15/02/19,08-09,18978
15/02/19,09-10,18919
15/02/19,10-11,18766
15/02/19,11-12,18341
15/02/19,12-13,18020
15/02/19,13-14,17744
15/02/19,14-15,17785
15/02/19,15-16,17698
15/02/19,16-17,17781
15/02/19,17-18,18260
15/02/19,18-19,18488
15/02/19,19-20,18241
15/02/19,20-21,17698
15/02/19,21-22,17175
15/02/19,22-23,16735
15/02/19,23-00,16217
16/02/19,00-01,15710
16/02/19,01-02,15461
16/02/19,02-03,15557
16/02/19,03-04,15515
16/02/19,04-05,15513
16/02/19,05-06,15641
16/02/19,06-07,16066
16/02/19,07-08,16494
16/02/19,08-09,16999
16/02/19,09-10,17528
16/02/19,10-11,17960
16/02/19,11-12,17713
16/02/19,12-13,17711
16/02/19,13-14,17550
16/02/19,14-15,17492
16/02/19,15-16,17502
16/02/19,16-17,17632
16/02/19,17-18,17981
16/02/19,18-19,18422
16/02/19,19-20,18173
16/02/19,20-21,17710
16/02/19,21-22,17288
16/02/19,22-23,16828
16/02/19,23-00,16396
17/02/19,00-01,16175
17/02/19,01-02,15990
17/02/19,02-03,15794
17/02/19,03-04,15799
17/02/19,04-05,15766
17/02/19,05-06,15804
17/02/19,06-07,16037
17/02/19,07-08,16328
17/02/19,08-09,16629
17/02/19,09-10,17217
17/02/19,10-11,17510
17/02/19,11-12,17526
17/02/19,12-13,17434
17/02/19,13-14,17394
17/02/19,14-15,17440
17/02/19,15-16,17505
17/02/19,16-17,17756
17/02/19,17-18,18009
17/02/19,18-19,18039
17/02/19,19-20,17882
17/02/19,20-21,17690
17/02/19,21-22,17389
17/02/19,22-23,16886
17/02/19,23-00,16269
18/02/19,00-01,15756
18/02/19,01-02,15348
18/02/19,02-03,15229
18/02/19,03-04,15342
18/02/19,04-05,15508
18/02/19,05-06,16012
18/02/19,06-07,17171
18/02/19,07-08,18296
18/02/19,08-09,18766
18/02/19,09-10,18761
18/02/19,10-11,18791
18/02/19,11-12,18598
18/02/19,12-13,18299
18/02/19,13-14,18179
18/02/19,14-15,18421
18/02/19,15-16,18357
18/02/19,16-17,18484
18/02/19,17-18,18756
18/02/19,18-19,18798
18/02/19,19-20,18622
18/02/19,20-21,18258
18/02/19,21-22,17597
18/02/19,22-23,17012
18/02/19,23-00,16378
19/02/19,00-01,15836
19/02/19,01-02,15571
19/02/19,02-03,15269
19/02/19,03-04,15231
19/02/19,04-05,15331
19/02/19,05-06,15816
19/02/19,06-07,17301
19/02/19,07-08,18450
19/02/19,08-09,18527
19/02/19,09-10,18497
19/02/19,10-11,18183
19/02/19,11-12,17934
19/02/19,12-13,17888
19/02/19,13-14,17989
19/02/19,14-15,18029
19/02/19,15-16,17988
19/02/19,16-17,18177
19/02/19,17-18,18515
19/02/19,18-19,18629
19/02/19,19-20,18387
19/02/19,20-21,18301
19/02/19,21-22,17890
19/02/19,22-23,17372
19/02/19,23-00,16741
20/02/19,00-01,16192
20/02/19,01-02,15831
20/02/19,02-03,15799
20/02/19,03-04,15896
20/02/19,04-05,16059
20/02/19,05-06,16651
20/02/19,06-07,18069
20/02/19,07-08,19655
20/02/19,08-09,19747
20/02/19,09-10,19715
20/02/19,10-11,19373
20/02/19,11-12,18853
20/02/19,12-13,18598
20/02/19,13-14,18409
20/02/19,14-15,18523
20/02/19,15-16,18564
20/02/19,16-17,19041
20/02/19,17-18,19237
20/02/19,18-19,19391
20/02/19,19-20,19228
20/02/19,20-21,18990
20/02/19,21-22,18709
20/02/19,22-23,18253
20/02/19,23-00,17357
21/02/19,00-01,16872
21/02/19,01-02,16415
21/02/19,02-03,16193
21/02/19,03-04,16191
21/02/19,04-05,16291
21/02/19,05-06,16645
21/02/19,06-07,17864
21/02/19,07-08,19082
21/02/19,08-09,19549
21/02/19,09-10,19624
21/02/19,10-11,19545
21/02/19,11-12,19393
21/02/19,12-13,19196
21/02/19,13-14,18879
21/02/19,14-15,18970
21/02/19,15-16,19049
21/02/19,16-17,19171
21/02/19,17-18,19554
21/02/19,18-19,19717
21/02/19,19-20,19482
21/02/19,20-21,18962
21/02/19,21-22,18547
21/02/19,22-23,17985
21/02/19,23-00,17169
22/02/19,00-01,16598
22/02/19,01-02,16256
22/02/19,02-03,15995
22/02/19,03-04,16111
22/02/19,04-05,16330
22/02/19,05-06,16975
22/02/19,06-07,18389
22/02/19,07-08,19324
22/02/19,08-09,19452
22/02/19,09-10,19649
22/02/19,10-11,19583
22/02/19,11-12,19382
22/02/19,12-13,19080
22/02/19,13-14,19049
22/02/19,14-15,19014
22/02/19,15-16,18509
22/02/19,16-17,18264
22/02/19,17-18,18367
22/02/19,18-19,18445
22/02/19,19-20,18139
22/02/19,20-21,17606
22/02/19,21-22,17132
22/02/19,22-23,16683
22/02/19,23-00,16170
23/02/19,00-01,15802
23/02/19,01-02,15337
23/02/19,02-03,15139
23/02/19,03-04,15093
23/02/19,04-05,15104
23/02/19,05-06,15359
23/02/19,06-07,15668
23/02/19,07-08,15946
23/02/19,08-09,16361
23/02/19,09-10,16864
23/02/19,10-11,17334
23/02/19,11-12,17169
23/02/19,12-13,17031
23/02/19,13-14,16769
23/02/19,14-15,16807
23/02/19,15-16,16885
23/02/19,16-17,16911
23/02/19,17-18,17293
23/02/19,18-19,17455
23/02/19,19-20,17158
23/02/19,20-21,16909
23/02/19,21-22,16487
23/02/19,22-23,16084
23/02/19,23-00,15581
24/02/19,00-01,15118
24/02/19,01-02,14959
24/02/19,02-03,14891
24/02/19,03-04,14809
24/02/19,04-05,14888
24/02/19,05-06,15036
24/02/19,06-07,15176
24/02/19,07-08,15343
24/02/19,08-09,15833
24/02/19,09-10,16543
24/02/19,10-11,16720
24/02/19,11-12,16603
24/02/19,12-13,16369
24/02/19,13-14,16316
24/02/19,14-15,16297
24/02/19,15-16,16246
24/02/19,16-17,16326
24/02/19,17-18,16651
24/02/19,18-19,17291
24/02/19,19-20,17373
24/02/19,20-21,17290
24/02/19,21-22,17049
24/02/19,22-23,16560
24/02/19,23-00,16011
25/02/19,00-01,15417
25/02/19,01-02,15219
25/02/19,02-03,15108
25/02/19,03-04,15218
25/02/19,04-05,15502
25/02/19,05-06,16192
25/02/19,06-07,17547
25/02/19,07-08,18910
25/02/19,08-09,19118
25/02/19,09-10,19002
25/02/19,10-11,18691
25/02/19,11-12,18459
25/02/19,12-13,18387
25/02/19,13-14,18492
25/02/19,14-15,18445
25/02/19,15-16,18400
25/02/19,16-17,18360
25/02/19,17-18,18382
25/02/19,18-19,18693
25/02/19,19-20,18382
25/02/19,20-21,17972
25/02/19,21-22,17452
25/02/19,22-23,16863
25/02/19,23-00,16012
26/02/19,00-01,15452
26/02/19,01-02,15256
26/02/19,02-03,15148
26/02/19,03-04,15155
26/02/19,04-05,15398
26/02/19,05-06,15953
26/02/19,06-07,17479
26/02/19,07-08,18727
26/02/19,08-09,18636
26/02/19,09-10,18436
26/02/19,10-11,18386
26/02/19,11-12,17824
26/02/19,12-13,17432
26/02/19,13-14,17095
26/02/19,14-15,17232
26/02/19,15-16,17322
26/02/19,16-17,17275
26/02/19,17-18,17664
26/02/19,18-19,18021
26/02/19,19-20,17886
26/02/19,20-21,17685
26/02/19,21-22,17448
26/02/19,22-23,16728
26/02/19,23-00,15896
27/02/19,00-01,15349
27/02/19,01-02,15167
27/02/19,02-03,15136
27/02/19,03-04,15237
27/02/19,04-05,15436
27/02/19,05-06,16009
27/02/19,06-07,17351
27/02/19,07-08,18702
27/02/19,08-09,19216
27/02/19,09-10,18849
27/02/19,10-11,18490
27/02/19,11-12,18258
27/02/19,12-13,18100
27/02/19,13-14,17883
27/02/19,14-15,17901
27/02/19,15-16,17967
27/02/19,16-17,18251
27/02/19,17-18,18367
27/02/19,18-19,18515
27/02/19,19-20,18508
27/02/19,20-21,18103
27/02/19,21-22,17822
27/02/19,22-23,17270
27/02/19,23-00,16530
28/02/19,00-01,16095
28/02/19,01-02,15531
28/02/19,02-03,15531
28/02/19,03-04,15558
28/02/19,04-05,15697
28/02/19,05-06,16079
28/02/19,06-07,17416
28/02/19,07-08,19022
28/02/19,08-09,19219
28/02/19,09-10,18884
28/02/19,10-11,18612
28/02/19,11-12,17979
28/02/19,12-13,17572
28/02/19,13-14,17639
28/02/19,14-15,17639
28/02/19,15-16,17435
28/02/19,16-17,17621
28/02/19,17-18,18417
28/02/19,18-19,18727
28/02/19,19-20,18631
28/02/19,20-21,18346
28/02/19,21-22,18115
28/02/19,22-23,17665
28/02/19,23-00,16820
01/03/19,00-01,16375
01/03/19,01-02,15955
01/03/19,02-03,15852
01/03/19,03-04,15882
01/03/19,04-05,16049
01/03/19,05-06,16630
01/03/19,06-07,18109
01/03/19,07-08,19466
01/03/19,08-09,20034
01/03/19,09-10,19783
01/03/19,10-11,19113
01/03/19,11-12,18570
01/03/19,12-13,18308
01/03/19,13-14,18053
01/03/19,14-15,17774
01/03/19,15-16,17635
01/03/19,16-17,17713
01/03/19,17-18,18076
01/03/19,18-19,18853
01/03/19,19-20,18652
01/03/19,20-21,18310
01/03/19,21-22,18067
01/03/19,22-23,17487
01/03/19,23-00,17047
02/03/19,00-01,16415
02/03/19,01-02,16237
02/03/19,02-03,16120
02/03/19,03-04,16072
02/03/19,04-05,16170
02/03/19,05-06,16323
02/03/19,06-07,16770
02/03/19,07-08,17254
02/03/19,08-09,18104
02/03/19,09-10,18591
02/03/19,10-11,18586
02/03/19,11-12,18154
02/03/19,12-13,17841
02/03/19,13-14,17288
02/03/19,14-15,17299
02/03/19,15-16,17404
02/03/19,16-17,17721
02/03/19,17-18,18018
02/03/19,18-19,18289
02/03/19,19-20,18145
02/03/19,20-21,17671
02/03/19,21-22,17337
02/03/19,22-23,16880
02/03/19,23-00,16407
03/03/19,00-01,16036
03/03/19,01-02,15779
03/03/19,02-03,15739
03/03/19,03-04,15761
03/03/19,04-05,15722
03/03/19,05-06,15767
03/03/19,06-07,16000
03/03/19,07-08,16252
03/03/19,08-09,16724
03/03/19,09-10,17239
03/03/19,10-11,17454
03/03/19,11-12,17425
03/03/19,12-13,17256
03/03/19,13-14,17156
03/03/19,14-15,16995
03/03/19,15-16,17160
03/03/19,16-17,17399
03/03/19,17-18,17606
03/03/19,18-19,17815
03/03/19,19-20,17827
03/03/19,20-21,17598
03/03/19,21-22,17513
03/03/19,22-23,17065
03/03/19,23-00,16438
04/03/19,00-01,15817
04/03/19,01-02,15494
04/03/19,02-03,15346
04/03/19,03-04,15519
04/03/19,04-05,15822
04/03/19,05-06,16354
04/03/19,06-07,17838
04/03/19,07-08,19211
04/03/19,08-09,19800
04/03/19,09-10,19497
04/03/19,10-11,19342
04/03/19,11-12,19140
04/03/19,12-13,19003
04/03/19,13-14,18636
04/03/19,14-15,18861
04/03/19,15-16,18952
04/03/19,16-17,18821
04/03/19,17-18,18980
04/03/19,18-19,19308
04/03/19,19-20,19205
04/03/19,20-21,18896
04/03/19,21-22,18627
04/03/19,22-23,17908
04/03/19,23-00,17239
05/03/19,00-01,16694
05/03/19,01-02,16386
05/03/19,02-03,16199
05/03/19,03-04,16299
05/03/19,04-05,16694
05/03/19,05-06,17292
05/03/19,06-07,18836
05/03/19,07-08,20408
05/03/19,08-09,20766
05/03/19,09-10,20482
05/03/19,10-11,20223
05/03/19,11-12,19851
05/03/19,12-13,19695
05/03/19,13-14,19684
05/03/19,14-15,19671
05/03/19,15-16,19648
05/03/19,16-17,20127
05/03/19,17-18,20188
05/03/19,18-19,20284
05/03/19,19-20,20224
05/03/19,20-21,19941
05/03/19,21-22,19553
05/03/19,22-23,18856
05/03/19,23-00,18125
06/03/19,00-01,17637
06/03/19,01-02,17391
06/03/19,02-03,17231
06/03/19,03-04,17231
06/03/19,04-05,17404
06/03/19,05-06,17899
06/03/19,06-07,19310
06/03/19,07-08,20783
06/03/19,08-09,21005
06/03/19,09-10,20779
06/03/19,10-11,20410
06/03/19,11-12,20077
06/03/19,12-13,19807
06/03/19,13-14,19660
06/03/19,14-15,19724
06/03/19,15-16,19772
06/03/19,16-17,19869
06/03/19,17-18,19958
06/03/19,18-19,19958
06/03/19,19-20,19990
06/03/19,20-21,19660
06/03/19,21-22,19167
06/03/19,22-23,18546
06/03/19,23-00,17831
07/03/19,00-01,17130
07/03/19,01-02,16858
07/03/19,02-03,16671
07/03/19,03-04,16718
07/03/19,04-05,16793
07/03/19,05-06,17343
07/03/19,06-07,18602
07/03/19,07-08,20030
07/03/19,08-09,20131
07/03/19,09-10,20075
07/03/19,10-11,19569
07/03/19,11-12,19488
07/03/19,12-13,19253
07/03/19,13-14,19156
07/03/19,14-15,19238
07/03/19,15-16,19347
07/03/19,16-17,19576
07/03/19,17-18,19732
07/03/19,18-19,19823
07/03/19,19-20,19748
07/03/19,20-21,19194
07/03/19,21-22,18898
07/03/19,22-23,18274
07/03/19,23-00,17413
08/03/19,00-01,16893
08/03/19,01-02,16489
08/03/19,02-03,16240
08/03/19,03-04,16324
08/03/19,04-05,16518
08/03/19,05-06,17247
08/03/19,06-07,18422
08/03/19,07-08,19890
08/03/19,08-09,20291
08/03/19,09-10,20088
08/03/19,10-11,19951
08/03/19,11-12,19719
08/03/19,12-13,19441
08/03/19,13-14,19121
08/03/19,14-15,18938
08/03/19,15-16,18663
08/03/19,16-17,18760
08/03/19,17-18,18939
08/03/19,18-19,19549
08/03/19,19-20,19642
08/03/19,20-21,19135
08/03/19,21-22,18606
08/03/19,22-23,17988
08/03/19,23-00,17538
09/03/19,00-01,16816
09/03/19,01-02,16732
09/03/19,02-03,16603
09/03/19,03-04,16523
09/03/19,04-05,16480
09/03/19,05-06,16685
09/03/19,06-07,17285
09/03/19,07-08,17862
09/03/19,08-09,18419
09/03/19,09-10,18865
09/03/19,10-11,18806
09/03/19,11-12,18506
09/03/19,12-13,18277
09/03/19,13-14,18246
09/03/19,14-15,18057
09/03/19,15-16,18130
09/03/19,16-17,18304
09/03/19,17-18,18744
09/03/19,18-19,19401
09/03/19,19-20,19452
09/03/19,20-21,19042
09/03/19,21-22,18517
09/03/19,22-23,18082
09/03/19,23-00,17611
10/03/19,00-01,17375
10/03/19,01-02,17262
10/03/19,02-03,17048
10/03/19,03-04,16991
10/03/19,04-05,17183
10/03/19,05-06,17297
10/03/19,06-07,17610
10/03/19,07-08,17877
10/03/19,08-09,18325
10/03/19,09-10,18426
10/03/19,10-11,18285
10/03/19,11-12,18004
10/03/19,12-13,17655
10/03/19,13-14,17456
10/03/19,14-15,17396
10/03/19,15-16,17313
10/03/19,16-17,17417
10/03/19,17-18,17760
10/03/19,18-19,18486
10/03/19,19-20,18688
10/03/19,20-21,18757
10/03/19,21-22,18689
10/03/19,22-23,18271
10/03/19,23-00,17783
11/03/19,00-01,17412
11/03/19,01-02,17216
11/03/19,02-03,17293
11/03/19,03-04,17431
11/03/19,04-05,17756
11/03/19,05-06,18550
11/03/19,06-07,20023
11/03/19,07-08,21473
11/03/19,08-09,21577
11/03/19,09-10,21150
11/03/19,10-11,20567
11/03/19,11-12,19861
11/03/19,12-13,19561
11/03/19,13-14,19082
11/03/19,14-15,18955
11/03/19,15-16,18650
11/03/19,16-17,18974
11/03/19,17-18,19134
11/03/19,18-19,19645
11/03/19,19-20,19815
11/03/19,20-21,19540
11/03/19,21-22,19413
11/03/19,22-23,18923
11/03/19,23-00,18122
12/03/19,00-01,17602
12/03/19,01-02,17361
12/03/19,02-03,17296
12/03/19,03-04,17321
12/03/19,04-05,17523
12/03/19,05-06,18293
12/03/19,06-07,19590
12/03/19,07-08,21043
12/03/19,08-09,21282
12/03/19,09-10,20895
12/03/19,10-11,20740
12/03/19,11-12,20574
12/03/19,12-13,20394
12/03/19,13-14,20295
12/03/19,14-15,20401
12/03/19,15-16,20635
12/03/19,16-17,20754
12/03/19,17-18,20492
12/03/19,18-19,20451
12/03/19,19-20,20491
12/03/19,20-21,20198
12/03/19,21-22,19763
12/03/19,22-23,18974
12/03/19,23-00,18107
13/03/19,00-01,17549
13/03/19,01-02,17324
13/03/19,02-03,17175
13/03/19,03-04,16761
13/03/19,04-05,17004
13/03/19,05-06,17440
13/03/19,06-07,19018
13/03/19,07-08,20147
13/03/19,08-09,20385
13/03/19,09-10,20170
13/03/19,10-11,19622
13/03/19,11-12,19555
13/03/19,12-13,19088
13/03/19,13-14,18956
13/03/19,14-15,18708
13/03/19,15-16,18762
13/03/19,16-17,18996
13/03/19,17-18,18918
13/03/19,18-19,19093
13/03/19,19-20,19221
13/03/19,20-21,18999
13/03/19,21-22,18769
13/03/19,22-23,18367
13/03/19,23-00,17923
14/03/19,00-01,17455
14/03/19,01-02,16928
14/03/19,02-03,16713
14/03/19,03-04,16740
14/03/19,04-05,16790
14/03/19,05-06,17480
14/03/19,06-07,19094
14/03/19,07-08,20425
14/03/19,08-09,20629
14/03/19,09-10,20375
14/03/19,10-11,20104
14/03/19,11-12,19628
14/03/19,12-13,19422
14/03/19,13-14,19167
14/03/19,14-15,18990
14/03/19,15-16,18940
14/03/19,16-17,19011
14/03/19,17-18,19019
14/03/19,18-19,19269
14/03/19,19-20,19464
14/03/19,20-21,19222
14/03/19,21-22,18785
14/03/19,22-23,18069
14/03/19,23-00,17313
15/03/19,00-01,16560
15/03/19,01-02,16276
15/03/19,02-03,16164
15/03/19,03-04,16248
15/03/19,04-05,16361
15/03/19,05-06,16953
15/03/19,06-07,18431
15/03/19,07-08,19884
15/03/19,08-09,20226
15/03/19,09-10,20057
15/03/19,10-11,19750
15/03/19,11-12,19407
15/03/19,12-13,19260
15/03/19,13-14,19029
15/03/19,14-15,18752
15/03/19,15-16,18611
15/03/19,16-17,18427
15/03/19,17-18,18728
15/03/19,18-19,18936
15/03/19,19-20,19047
15/03/19,20-21,18670
15/03/19,21-22,18103
15/03/19,22-23,17510
15/03/19,23-00,17018
16/03/19,00-01,16478
16/03/19,01-02,16222
16/03/19,02-03,15992
16/03/19,03-04,15918
16/03/19,04-05,16006
16/03/19,05-06,16168
16/03/19,06-07,16424
16/03/19,07-08,16861
16/03/19,08-09,17526
16/03/19,09-10,17992
16/03/19,10-11,18074
16/03/19,11-12,17784
16/03/19,12-13,17480
16/03/19,13-14,17326
16/03/19,14-15,17177
16/03/19,15-16,17174
16/03/19,16-17,17459
16/03/19,17-18,17676
16/03/19,18-19,18218
16/03/19,19-20,18253
16/03/19,20-21,17828
16/03/19,21-22,17427
16/03/19,22-23,17022
16/03/19,23-00,16660
17/03/19,00-01,16440
17/03/19,01-02,16220
17/03/19,02-03,16129
17/03/19,03-04,16074
17/03/19,04-05,16075
17/03/19,05-06,16240
17/03/19,06-07,16479
17/03/19,07-08,16589
17/03/19,08-09,16905
17/03/19,09-10,17268
17/03/19,10-11,17550
17/03/19,11-12,17677
17/03/19,12-13,17576
17/03/19,13-14,17568
17/03/19,14-15,17317
17/03/19,15-16,17253
17/03/19,16-17,17394
17/03/19,17-18,17549
17/03/19,18-19,17858
17/03/19,19-20,18215
17/03/19,20-21,18032
17/03/19,21-22,17690
17/03/19,22-23,17302
17/03/19,23-00,16690
18/03/19,00-01,16285
18/03/19,01-02,16064
18/03/19,02-03,15966
18/03/19,03-04,15970
18/03/19,04-05,16054
18/03/19,05-06,16810
18/03/19,06-07,18347
18/03/19,07-08,19540
18/03/19,08-09,19388
18/03/19,09-10,19085
18/03/19,10-11,18717
18/03/19,11-12,18346
18/03/19,12-13,18145
18/03/19,13-14,17845
18/03/19,14-15,17921
18/03/19,15-16,18016
18/03/19,16-17,17963
18/03/19,17-18,17973
18/03/19,18-19,18329
18/03/19,19-20,18842
18/03/19,20-21,18704
18/03/19,21-22,18504
18/03/19,22-23,17854
18/03/19,23-00,17001
19/03/19,00-01,16653
19/03/19,01-02,16362
19/03/19,02-03,16214
19/03/19,03-04,16311
19/03/19,04-05,16533
19/03/19,05-06,17158
19/03/19,06-07,18510
19/03/19,07-08,19766
19/03/19,08-09,19744
19/03/19,09-10,19070
19/03/19,10-11,18513
19/03/19,11-12,18027
19/03/19,12-13,17736
19/03/19,13-14,17497
19/03/19,14-15,17232
19/03/19,15-16,17269
19/03/19,16-17,17752
19/03/19,17-18,18060
19/03/19,18-19,18323
19/03/19,19-20,18656
19/03/19,20-21,18171
19/03/19,21-22,17719
19/03/19,22-23,17043
19/03/19,23-00,16277
20/03/19,00-01,15792
20/03/19,01-02,15517
20/03/19,02-03,15443
20/03/19,03-04,15319
20/03/19,04-05,15393
20/03/19,05-06,15940
20/03/19,06-07,17103
20/03/19,07-08,18478
20/03/19,08-09,18253
20/03/19,09-10,17881
20/03/19,10-11,17608
20/03/19,11-12,17218
20/03/19,12-13,16998
20/03/19,13-14,16902
20/03/19,14-15,16710
20/03/19,15-16,16683
20/03/19,16-17,16982
20/03/19,17-18,17037
20/03/19,18-19,17389
20/03/19,19-20,17684
20/03/19,20-21,17523
20/03/19,21-22,17197
20/03/19,22-23,16580
20/03/19,23-00,15890
21/03/19,00-01,15297
21/03/19,01-02,14952
21/03/19,02-03,14672
21/03/19,03-04,14654
21/03/19,04-05,14719
21/03/19,05-06,15329
21/03/19,06-07,16491
21/03/19,07-08,17525
21/03/19,08-09,17712
21/03/19,09-10,17219
21/03/19,10-11,17198
21/03/19,11-12,16908
21/03/19,12-13,16674
21/03/19,13-14,16437
21/03/19,14-15,16320
21/03/19,15-16,16199
21/03/19,16-17,16316
21/03/19,17-18,16193
21/03/19,18-19,16730
21/03/19,19-20,17189
21/03/19,20-21,17497
21/03/19,21-22,16956
21/03/19,22-23,16331
21/03/19,23-00,15797
22/03/19,00-01,15524
22/03/19,01-02,15297
22/03/19,02-03,15338
22/03/19,03-04,15200
22/03/19,04-05,15613
22/03/19,05-06,16023
22/03/19,06-07,17461
22/03/19,07-08,18792
22/03/19,08-09,18874
22/03/19,09-10,18440
22/03/19,10-11,18099
22/03/19,11-12,17775
22/03/19,12-13,17942
22/03/19,13-14,17662
22/03/19,14-15,17801
22/03/19,15-16,17613
22/03/19,16-17,17695
22/03/19,17-18,17687
22/03/19,18-19,17830
22/03/19,19-20,18070
22/03/19,20-21,17514
22/03/19,21-22,16509
22/03/19,22-23,15904
22/03/19,23-00,15320
23/03/19,00-01,14968
23/03/19,01-02,14819
23/03/19,02-03,14768
23/03/19,03-04,14651
23/03/19,04-05,14615
23/03/19,05-06,14939
23/03/19,06-07,15122
23/03/19,07-08,15583
23/03/19,08-09,16294
23/03/19,09-10,16653
23/03/19,10-11,16699
23/03/19,11-12,16517
23/03/19,12-13,16462
23/03/19,13-14,16530
23/03/19,14-15,16313
23/03/19,15-16,16137
23/03/19,16-17,16388
23/03/19,17-18,16631
23/03/19,18-19,17049
23/03/19,19-20,17416
23/03/19,20-21,17092
23/03/19,21-22,16697
23/03/19,22-23,16232
23/03/19,23-00,15855
24/03/19,00-01,15311
24/03/19,01-02,14996
24/03/19,02-03,15003
24/03/19,03-04,15123
24/03/19,04-05,15246
24/03/19,05-06,15384
24/03/19,06-07,15406
24/03/19,07-08,15702
24/03/19,08-09,16099
24/03/19,09-10,16440
24/03/19,10-11,16551
24/03/19,11-12,16410
24/03/19,12-13,16363
24/03/19,13-14,16439
24/03/19,14-15,16353
24/03/19,15-16,16458
24/03/19,16-17,16528
24/03/19,17-18,16786
24/03/19,18-19,17275
24/03/19,19-20,17641
24/03/19,20-21,17383
24/03/19,21-22,17231
24/03/19,22-23,16833
24/03/19,23-00,16278
25/03/19,00-01,15737
25/03/19,01-02,15528
25/03/19,02-03,15477
25/03/19,03-04,15576
25/03/19,04-05,15623
25/03/19,05-06,16124
25/03/19,06-07,17290
25/03/19,07-08,18725
25/03/19,08-09,18944
25/03/19,09-10,18499
25/03/19,10-11,18104
25/03/19,11-12,17715
25/03/19,12-13,17407
25/03/19,13-14,17110
25/03/19,14-15,16937
25/03/19,15-16,16932
25/03/19,16-17,17189
25/03/19,17-18,17306
25/03/19,18-19,17578
25/03/19,19-20,18046
25/03/19,20-21,17933
25/03/19,21-22,17492
25/03/19,22-23,17003
25/03/19,23-00,16229
26/03/19,00-01,15796
26/03/19,01-02,15505
26/03/19,02-03,15389
26/03/19,03-04,15571
26/03/19,04-05,15915
26/03/19,05-06,16414
26/03/19,06-07,17576
26/03/19,07-08,18968
26/03/19,08-09,18944
26/03/19,09-10,18556
26/03/19,10-11,18179
26/03/19,11-12,18003
26/03/19,12-13,17746
26/03/19,13-14,17588
26/03/19,14-15,17539
26/03/19,15-16,17582
26/03/19,16-17,17690
26/03/19,17-18,17818
26/03/19,18-19,18071
26/03/19,19-20,18262
26/03/19,20-21,18045
26/03/19,21-22,17525
26/03/19,22-23,16839
26/03/19,23-00,16030
27/03/19,00-01,15486
27/03/19,01-02,15195
27/03/19,02-03,15081
27/03/19,03-04,15191
27/03/19,04-05,15278
27/03/19,05-06,15737
27/03/19,06-07,16905
27/03/19,07-08,18248
27/03/19,08-09,18294
27/03/19,09-10,17824
27/03/19,10-11,17335
27/03/19,11-12,16810
27/03/19,12-13,16648
27/03/19,13-14,16275
27/03/19,14-15,16150
27/03/19,15-16,16211
27/03/19,16-17,16421
27/03/19,17-18,16585
27/03/19,18-19,16776
27/03/19,19-20,17186
27/03/19,20-21,17179
27/03/19,21-22,16872
27/03/19,22-23,16255
27/03/19,23-00,15476
28/03/19,00-01,15330
28/03/19,01-02,14851
28/03/19,02-03,14766
28/03/19,03-04,14705
28/03/19,04-05,14816
28/03/19,05-06,15400
28/03/19,06-07,16533
28/03/19,07-08,17584
28/03/19,08-09,17712
28/03/19,09-10,17439
28/03/19,10-11,17238
28/03/19,11-12,16906
28/03/19,12-13,16396
28/03/19,13-14,16137
28/03/19,14-15,16238
28/03/19,15-16,16237
28/03/19,16-17,16348
28/03/19,17-18,16161
28/03/19,18-19,16278
28/03/19,19-20,16675
28/03/19,20-21,16430
28/03/19,21-22,16165
28/03/19,22-23,15653
28/03/19,23-00,14869
29/03/19,00-01,14306
29/03/19,01-02,14038
29/03/19,02-03,13975
29/03/19,03-04,14203
29/03/19,04-05,14196
29/03/19,05-06,14411
29/03/19,06-07,15615
29/03/19,07-08,17018
29/03/19,08-09,17326
29/03/19,09-10,17004
29/03/19,10-11,16883
29/03/19,11-12,16566
29/03/19,12-13,16400
29/03/19,13-14,16142
29/03/19,14-15,16015
29/03/19,15-16,16029
29/03/19,16-17,16068
29/03/19,17-18,15996
29/03/19,18-19,16118
29/03/19,19-20,16457
29/03/19,20-21,16150
29/03/19,21-22,15775
29/03/19,22-23,15322
29/03/19,23-00,14905
30/03/19,00-01,14568
30/03/19,01-02,14420
30/03/19,02-03,14283
30/03/19,03-04,14252
30/03/19,04-05,14333
30/03/19,05-06,14425
30/03/19,06-07,14693
30/03/19,07-08,15184
30/03/19,08-09,15715
30/03/19,09-10,16027
30/03/19,10-11,16230
30/03/19,11-12,16068
30/03/19,12-13,15989
30/03/19,13-14,15835
30/03/19,14-15,15969
30/03/19,15-16,16040
30/03/19,16-17,15956
30/03/19,17-18,16001
30/03/19,18-19,16214
30/03/19,19-20,16650
30/03/19,20-21,16390
30/03/19,21-22,15885
30/03/19,22-23,15721
30/03/19,23-00,15486
31/03/19,00-01,15125
31/03/19,01-02,14830
31/03/19,02-03,
31/03/19,03-04,14834
31/03/19,04-05,12125
31/03/19,05-06,15130
31/03/19,06-07,15231
