Date,Hours,NO
03/07/19,13-14,13219
03/07/19,14-15,13198
03/07/19,15-16,13160
03/07/19,16-17,13370
03/07/19,17-18,13252
03/07/19,18-19,13120
03/07/19,19-20,13191
03/07/19,20-21,13149
03/07/19,21-22,12955
03/07/19,22-23,12808
03/07/19,23-00,12515
04/07/19,00-01,11852
04/07/19,01-02,11524
04/07/19,02-03,11385
04/07/19,03-04,11379
04/07/19,04-05,11186
04/07/19,05-06,11156
04/07/19,06-07,11976
04/07/19,07-08,12935
04/07/19,08-09,13403
04/07/19,09-10,13484
04/07/19,10-11,13535
04/07/19,11-12,13557
04/07/19,12-13,13451
04/07/19,13-14,13364
04/07/19,14-15,13486
04/07/19,15-16,13246
04/07/19,16-17,13138
04/07/19,17-18,13041
04/07/19,18-19,12854
04/07/19,19-20,12712
04/07/19,20-21,12707
04/07/19,21-22,12560
04/07/19,22-23,12376
04/07/19,23-00,12054
05/07/19,00-01,11694
05/07/19,01-02,11505
05/07/19,02-03,11315
05/07/19,03-04,11506
05/07/19,04-05,11165
05/07/19,05-06,11642
05/07/19,06-07,12211
05/07/19,07-08,12947
05/07/19,08-09,13501
05/07/19,09-10,13598
05/07/19,10-11,13509
05/07/19,11-12,13471
05/07/19,12-13,13408
05/07/19,13-14,13250
05/07/19,14-15,13140
05/07/19,15-16,13171
05/07/19,16-17,12995
05/07/19,17-18,12826
05/07/19,18-19,12719
05/07/19,19-20,12614
05/07/19,20-21,12533
05/07/19,21-22,12357
05/07/19,22-23,12082
05/07/19,23-00,11993
06/07/19,00-01,11608
06/07/19,01-02,11300
06/07/19,02-03,11108
06/07/19,03-04,11058
06/07/19,04-05,10930
06/07/19,05-06,10903
06/07/19,06-07,10615
06/07/19,07-08,10892
06/07/19,08-09,11271
06/07/19,09-10,11685
06/07/19,10-11,12010
06/07/19,11-12,11998
06/07/19,12-13,11984
06/07/19,13-14,11986
06/07/19,14-15,11951
06/07/19,15-16,12022
06/07/19,16-17,12107
06/07/19,17-18,12363
06/07/19,18-19,12376
06/07/19,19-20,12187
06/07/19,20-21,11993
06/07/19,21-22,11738
06/07/19,22-23,11668
06/07/19,23-00,11623
07/07/19,00-01,11337
07/07/19,01-02,11059
07/07/19,02-03,10864
07/07/19,03-04,10732
07/07/19,04-05,10639
07/07/19,05-06,10561
07/07/19,06-07,10614
07/07/19,07-08,10823
07/07/19,08-09,11349
07/07/19,09-10,11837
07/07/19,10-11,12007
07/07/19,11-12,12160
07/07/19,12-13,12045
07/07/19,13-14,11961
07/07/19,14-15,11850
07/07/19,15-16,11754
07/07/19,16-17,11761
07/07/19,17-18,11813
07/07/19,18-19,11901
07/07/19,19-20,11982
07/07/19,20-21,12072
07/07/19,21-22,11933
07/07/19,22-23,11758
07/07/19,23-00,11532
08/07/19,00-01,11273
08/07/19,01-02,10961
08/07/19,02-03,10749
08/07/19,03-04,10721
08/07/19,04-05,10617
08/07/19,05-06,10837
08/07/19,06-07,11611
08/07/19,07-08,12239
08/07/19,08-09,12762
08/07/19,09-10,13071
08/07/19,10-11,13247
08/07/19,11-12,13086
08/07/19,12-13,13015
08/07/19,13-14,12842
08/07/19,14-15,12879
08/07/19,15-16,12770
08/07/19,16-17,12746
08/07/19,17-18,12651
08/07/19,18-19,12509
08/07/19,19-20,12429
08/07/19,20-21,12347
08/07/19,21-22,12197
08/07/19,22-23,11917
08/07/19,23-00,11691
09/07/19,00-01,11414
09/07/19,01-02,11028
09/07/19,02-03,10931
09/07/19,03-04,10843
09/07/19,04-05,10826
09/07/19,05-06,10791
09/07/19,06-07,11412
09/07/19,07-08,12074
09/07/19,08-09,12641
09/07/19,09-10,12850
09/07/19,10-11,12812
09/07/19,11-12,12945
09/07/19,12-13,12961
09/07/19,13-14,12809
09/07/19,14-15,12799
09/07/19,15-16,12749
09/07/19,16-17,12576
09/07/19,17-18,12404
09/07/19,18-19,12471
09/07/19,19-20,12285
09/07/19,20-21,12030
09/07/19,21-22,11990
09/07/19,22-23,11903
09/07/19,23-00,11720
10/07/19,00-01,11357
10/07/19,01-02,11039
10/07/19,02-03,10850
10/07/19,03-04,10615
10/07/19,04-05,10522
10/07/19,05-06,10743
10/07/19,06-07,11330
10/07/19,07-08,11974
10/07/19,08-09,12351
10/07/19,09-10,12587
10/07/19,10-11,12619
10/07/19,11-12,12771
10/07/19,12-13,12625
10/07/19,13-14,12568
10/07/19,14-15,12561
10/07/19,15-16,12438
10/07/19,16-17,12410
10/07/19,17-18,12424
10/07/19,18-19,12251
10/07/19,19-20,12207
10/07/19,20-21,12084
10/07/19,21-22,11974
10/07/19,22-23,11731
10/07/19,23-00,11565
11/07/19,00-01,11056
11/07/19,01-02,10832
11/07/19,02-03,10659
11/07/19,03-04,10573
11/07/19,04-05,10495
11/07/19,05-06,10567
11/07/19,06-07,11135
11/07/19,07-08,11810
11/07/19,08-09,12362
11/07/19,09-10,12628
11/07/19,10-11,12874
11/07/19,11-12,12861
11/07/19,12-13,12617
11/07/19,13-14,12649
11/07/19,14-15,12608
11/07/19,15-16,12559
11/07/19,16-17,12457
11/07/19,17-18,12329
11/07/19,18-19,12136
11/07/19,19-20,12062
11/07/19,20-21,11914
11/07/19,21-22,11787
11/07/19,22-23,11651
11/07/19,23-00,11419
12/07/19,00-01,11073
12/07/19,01-02,10820
12/07/19,02-03,10604
12/07/19,03-04,10476
12/07/19,04-05,10394
12/07/19,05-06,10464
12/07/19,06-07,11023
12/07/19,07-08,11713
12/07/19,08-09,12297
12/07/19,09-10,12556
12/07/19,10-11,12769
12/07/19,11-12,12762
12/07/19,12-13,12626
12/07/19,13-14,12475
12/07/19,14-15,12402
12/07/19,15-16,12202
12/07/19,16-17,11984
12/07/19,17-18,11945
12/07/19,18-19,11816
12/07/19,19-20,11692
12/07/19,20-21,11439
12/07/19,21-22,11363
12/07/19,22-23,11218
12/07/19,23-00,11102
13/07/19,00-01,10760
13/07/19,01-02,10348
13/07/19,02-03,10163
13/07/19,03-04,9928
13/07/19,04-05,9939
13/07/19,05-06,9820
13/07/19,06-07,10049
13/07/19,07-08,10300
13/07/19,08-09,10737
13/07/19,09-10,11232
13/07/19,10-11,11549
13/07/19,11-12,11740
13/07/19,12-13,11581
13/07/19,13-14,11383
13/07/19,14-15,11281
13/07/19,15-16,11188
13/07/19,16-17,11173
13/07/19,17-18,11077
13/07/19,18-19,11398
13/07/19,19-20,11415
13/07/19,20-21,11292
13/07/19,21-22,11075
13/07/19,22-23,10983
13/07/19,23-00,10919
14/07/19,00-01,10629
14/07/19,01-02,10290
14/07/19,02-03,10095
14/07/19,03-04,9949
14/07/19,04-05,9711
14/07/19,05-06,9653
14/07/19,06-07,9830
14/07/19,07-08,10252
14/07/19,08-09,10530
14/07/19,09-10,11207
14/07/19,10-11,11329
14/07/19,11-12,11373
14/07/19,12-13,11470
14/07/19,13-14,11403
14/07/19,14-15,11310
14/07/19,15-16,11206
14/07/19,16-17,11138
14/07/19,17-18,11302
14/07/19,18-19,11224
14/07/19,19-20,11209
14/07/19,20-21,11328
14/07/19,21-22,11305
14/07/19,22-23,11262
14/07/19,23-00,11031
15/07/19,00-01,10592
15/07/19,01-02,10326
15/07/19,02-03,10137
15/07/19,03-04,10167
15/07/19,04-05,10131
15/07/19,05-06,10309
15/07/19,06-07,10982
15/07/19,07-08,11624
15/07/19,08-09,12242
15/07/19,09-10,12348
15/07/19,10-11,12390
15/07/19,11-12,12575
15/07/19,12-13,12445
15/07/19,13-14,12284
15/07/19,14-15,12341
15/07/19,15-16,12404
15/07/19,16-17,12264
15/07/19,17-18,12183
15/07/19,18-19,12216
15/07/19,19-20,12138
15/07/19,20-21,11974
15/07/19,21-22,11673
15/07/19,22-23,11609
15/07/19,23-00,11238
16/07/19,00-01,10919
16/07/19,01-02,10509
16/07/19,02-03,10510
16/07/19,03-04,10402
16/07/19,04-05,10276
16/07/19,05-06,10273
16/07/19,06-07,10885
16/07/19,07-08,11666
16/07/19,08-09,12129
16/07/19,09-10,12390
16/07/19,10-11,12551
16/07/19,11-12,12551
16/07/19,12-13,12432
16/07/19,13-14,12306
16/07/19,14-15,12284
16/07/19,15-16,12124
16/07/19,16-17,11903
16/07/19,17-18,12048
16/07/19,18-19,11970
16/07/19,19-20,11913
16/07/19,20-21,11756
16/07/19,21-22,11613
16/07/19,22-23,11572
16/07/19,23-00,11256
17/07/19,00-01,10805
17/07/19,01-02,10399
17/07/19,02-03,10087
17/07/19,03-04,9917
17/07/19,04-05,9979
17/07/19,05-06,9964
17/07/19,06-07,10479
17/07/19,07-08,11189
17/07/19,08-09,11691
17/07/19,09-10,12077
17/07/19,10-11,12251
17/07/19,11-12,12158
17/07/19,12-13,12111
17/07/19,13-14,12148
17/07/19,14-15,12223
17/07/19,15-16,12121
17/07/19,16-17,11987
17/07/19,17-18,11962
17/07/19,18-19,11815
17/07/19,19-20,11776
17/07/19,20-21,11697
17/07/19,21-22,11561
17/07/19,22-23,11526
17/07/19,23-00,11316
18/07/19,00-01,10902
18/07/19,01-02,10483
18/07/19,02-03,10239
18/07/19,03-04,10205
18/07/19,04-05,10116
18/07/19,05-06,10157
18/07/19,06-07,10664
18/07/19,07-08,11279
18/07/19,08-09,11661
18/07/19,09-10,11926
18/07/19,10-11,12215
18/07/19,11-12,12239
18/07/19,12-13,12253
18/07/19,13-14,12222
18/07/19,14-15,12114
18/07/19,15-16,12056
18/07/19,16-17,11973
18/07/19,17-18,11988
18/07/19,18-19,11804
18/07/19,19-20,11771
18/07/19,20-21,11661
18/07/19,21-22,11541
18/07/19,22-23,11427
18/07/19,23-00,11161
19/07/19,00-01,10688
19/07/19,01-02,10414
19/07/19,02-03,10346
19/07/19,03-04,10221
19/07/19,04-05,10111
19/07/19,05-06,10112
19/07/19,06-07,10581
19/07/19,07-08,11197
19/07/19,08-09,11625
19/07/19,09-10,11882
19/07/19,10-11,12124
19/07/19,11-12,12075
19/07/19,12-13,12037
19/07/19,13-14,11938
19/07/19,14-15,12010
19/07/19,15-16,11777
19/07/19,16-17,11718
19/07/19,17-18,11560
19/07/19,18-19,11512
19/07/19,19-20,11377
19/07/19,20-21,11237
19/07/19,21-22,11002
19/07/19,22-23,10929
19/07/19,23-00,10785
20/07/19,00-01,10398
20/07/19,01-02,10113
20/07/19,02-03,9880
20/07/19,03-04,9734
20/07/19,04-05,9642
20/07/19,05-06,9541
20/07/19,06-07,9686
20/07/19,07-08,9939
20/07/19,08-09,10436
20/07/19,09-10,10871
20/07/19,10-11,11091
20/07/19,11-12,11203
20/07/19,12-13,11116
20/07/19,13-14,11193
20/07/19,14-15,11165
20/07/19,15-16,11049
20/07/19,16-17,11131
20/07/19,17-18,11100
20/07/19,18-19,11540
20/07/19,19-20,11534
20/07/19,20-21,11303
20/07/19,21-22,10954
20/07/19,22-23,10907
20/07/19,23-00,10504
21/07/19,00-01,10070
21/07/19,01-02,10038
21/07/19,02-03,9852
21/07/19,03-04,9694
21/07/19,04-05,9546
21/07/19,05-06,9404
21/07/19,06-07,9407
21/07/19,07-08,9750
21/07/19,08-09,10133
21/07/19,09-10,10366
21/07/19,10-11,10632
21/07/19,11-12,10661
21/07/19,12-13,10729
21/07/19,13-14,10677
21/07/19,14-15,10774
21/07/19,15-16,10782
21/07/19,16-17,10803
21/07/19,17-18,10876
21/07/19,18-19,10966
21/07/19,19-20,10909
21/07/19,20-21,10923
21/07/19,21-22,10785
21/07/19,22-23,10744
21/07/19,23-00,10485
22/07/19,00-01,10024
22/07/19,01-02,9837
22/07/19,02-03,9767
22/07/19,03-04,9796
22/07/19,04-05,9885
22/07/19,05-06,10195
22/07/19,06-07,10451
22/07/19,07-08,11119
22/07/19,08-09,11625
22/07/19,09-10,11817
22/07/19,10-11,11856
22/07/19,11-12,11922
22/07/19,12-13,11818
22/07/19,13-14,11757
22/07/19,14-15,11755
22/07/19,15-16,11852
22/07/19,16-17,11882
22/07/19,17-18,11916
22/07/19,18-19,11804
22/07/19,19-20,11771
22/07/19,20-21,11631
22/07/19,21-22,11237
22/07/19,22-23,11040
22/07/19,23-00,10669
23/07/19,00-01,10238
23/07/19,01-02,10059
23/07/19,02-03,9807
23/07/19,03-04,9777
23/07/19,04-05,9751
23/07/19,05-06,9838
23/07/19,06-07,10113
23/07/19,07-08,10780
23/07/19,08-09,11404
23/07/19,09-10,11695
23/07/19,10-11,11859
23/07/19,11-12,11921
23/07/19,12-13,11806
23/07/19,13-14,11702
23/07/19,14-15,11697
23/07/19,15-16,11671
23/07/19,16-17,11650
23/07/19,17-18,11571
23/07/19,18-19,11487
23/07/19,19-20,11290
23/07/19,20-21,11243
23/07/19,21-22,11016
23/07/19,22-23,10887
23/07/19,23-00,10611
24/07/19,00-01,10205
24/07/19,01-02,9834
24/07/19,02-03,9685
24/07/19,03-04,9602
24/07/19,04-05,9471
24/07/19,05-06,9493
24/07/19,06-07,10045
24/07/19,07-08,10776
24/07/19,08-09,11298
24/07/19,09-10,11623
24/07/19,10-11,11752
24/07/19,11-12,11624
24/07/19,12-13,11597
24/07/19,13-14,11695
24/07/19,14-15,11723
24/07/19,15-16,11678
24/07/19,16-17,11630
24/07/19,17-18,11448
24/07/19,18-19,11427
24/07/19,19-20,11335
24/07/19,20-21,11197
24/07/19,21-22,11015
24/07/19,22-23,10838
24/07/19,23-00,10569
25/07/19,00-01,10128
25/07/19,01-02,9804
25/07/19,02-03,9605
25/07/19,03-04,9480
25/07/19,04-05,9534
25/07/19,05-06,9482
25/07/19,06-07,9938
25/07/19,07-08,10595
25/07/19,08-09,11145
25/07/19,09-10,11438
25/07/19,10-11,11711
25/07/19,11-12,11735
25/07/19,12-13,11673
25/07/19,13-14,11647
25/07/19,14-15,11851
25/07/19,15-16,11664
25/07/19,16-17,11599
25/07/19,17-18,11608
25/07/19,18-19,11511
25/07/19,19-20,11344
25/07/19,20-21,11290
25/07/19,21-22,10990
25/07/19,22-23,10917
25/07/19,23-00,10664
26/07/19,00-01,10247
26/07/19,01-02,9813
26/07/19,02-03,9763
26/07/19,03-04,9665
26/07/19,04-05,9556
26/07/19,05-06,9756
26/07/19,06-07,10127
26/07/19,07-08,10748
26/07/19,08-09,11292
26/07/19,09-10,11678
26/07/19,10-11,11806
26/07/19,11-12,11764
26/07/19,12-13,11868
26/07/19,13-14,11784
26/07/19,14-15,11722
26/07/19,15-16,11584
26/07/19,16-17,11496
26/07/19,17-18,11525
26/07/19,18-19,11589
26/07/19,19-20,11378
26/07/19,20-21,11348
26/07/19,21-22,11022
26/07/19,22-23,10918
26/07/19,23-00,10666
27/07/19,00-01,10164
27/07/19,01-02,9836
27/07/19,02-03,9577
27/07/19,03-04,9449
27/07/19,04-05,9317
27/07/19,05-06,9248
27/07/19,06-07,9433
27/07/19,07-08,9837
27/07/19,08-09,10329
27/07/19,09-10,10777
27/07/19,10-11,10861
27/07/19,11-12,10913
27/07/19,12-13,10854
27/07/19,13-14,10776
27/07/19,14-15,10728
27/07/19,15-16,10743
27/07/19,16-17,10707
27/07/19,17-18,10829
27/07/19,18-19,10784
27/07/19,19-20,10742
27/07/19,20-21,10678
27/07/19,21-22,10647
27/07/19,22-23,10592
27/07/19,23-00,10195
28/07/19,00-01,9902
28/07/19,01-02,9609
28/07/19,02-03,9561
28/07/19,03-04,9538
28/07/19,04-05,9535
28/07/19,05-06,9322
28/07/19,06-07,9324
28/07/19,07-08,9540
28/07/19,08-09,9830
28/07/19,09-10,10139
28/07/19,10-11,10427
28/07/19,11-12,10491
28/07/19,12-13,10516
28/07/19,13-14,10517
28/07/19,14-15,10449
28/07/19,15-16,10591
28/07/19,16-17,10805
28/07/19,17-18,11084
28/07/19,18-19,11128
28/07/19,19-20,10974
28/07/19,20-21,11034
28/07/19,21-22,11053
28/07/19,22-23,10907
28/07/19,23-00,10717
29/07/19,00-01,10006
29/07/19,01-02,9832
29/07/19,02-03,9656
29/07/19,03-04,9719
29/07/19,04-05,9607
29/07/19,05-06,9803
29/07/19,06-07,10327
29/07/19,07-08,11255
29/07/19,08-09,11878
29/07/19,09-10,12172
29/07/19,10-11,12334
29/07/19,11-12,12471
29/07/19,12-13,12542
29/07/19,13-14,12355
29/07/19,14-15,12374
29/07/19,15-16,12108
29/07/19,16-17,11979
29/07/19,17-18,11915
29/07/19,18-19,11882
29/07/19,19-20,11814
29/07/19,20-21,11490
29/07/19,21-22,11158
29/07/19,22-23,11036
29/07/19,23-00,10807
30/07/19,00-01,10340
30/07/19,01-02,9945
30/07/19,02-03,9769
30/07/19,03-04,9592
30/07/19,04-05,9584
30/07/19,05-06,9737
30/07/19,06-07,10310
30/07/19,07-08,11066
30/07/19,08-09,11555
30/07/19,09-10,11964
30/07/19,10-11,12217
30/07/19,11-12,12217
30/07/19,12-13,12054
30/07/19,13-14,11999
30/07/19,14-15,11976
30/07/19,15-16,12162
30/07/19,16-17,12079
30/07/19,17-18,11998
30/07/19,18-19,11948
30/07/19,19-20,11636
30/07/19,20-21,11459
30/07/19,21-22,11453
30/07/19,22-23,11219
30/07/19,23-00,10779
31/07/19,00-01,10285
31/07/19,01-02,10002
31/07/19,02-03,10019
31/07/19,03-04,9714
31/07/19,04-05,9709
31/07/19,05-06,9657
31/07/19,06-07,10452
31/07/19,07-08,11228
31/07/19,08-09,11901
31/07/19,09-10,12120
31/07/19,10-11,12512
31/07/19,11-12,12689
31/07/19,12-13,12382
31/07/19,13-14,12145
31/07/19,14-15,11957
31/07/19,15-16,12098
31/07/19,16-17,11946
31/07/19,17-18,11991
31/07/19,18-19,12103
31/07/19,19-20,12034
31/07/19,20-21,11874
31/07/19,21-22,11709
31/07/19,22-23,11544
31/07/19,23-00,11259
01/08/19,00-01,10736
01/08/19,01-02,10411
01/08/19,02-03,10264
01/08/19,03-04,10168
01/08/19,04-05,10106
01/08/19,05-06,10173
01/08/19,06-07,10716
01/08/19,07-08,11485
01/08/19,08-09,11966
01/08/19,09-10,12043
01/08/19,10-11,12274
01/08/19,11-12,12235
01/08/19,12-13,12283
01/08/19,13-14,12255
01/08/19,14-15,12273
01/08/19,15-16,12163
01/08/19,16-17,12256
01/08/19,17-18,12078
01/08/19,18-19,11895
01/08/19,19-20,11784
01/08/19,20-21,11612
01/08/19,21-22,11442
01/08/19,22-23,11421
01/08/19,23-00,10933
02/08/19,00-01,10761
02/08/19,01-02,10457
02/08/19,02-03,10176
02/08/19,03-04,10049
02/08/19,04-05,10081
02/08/19,05-06,10231
02/08/19,06-07,10760
02/08/19,07-08,11554
02/08/19,08-09,12102
02/08/19,09-10,12388
02/08/19,10-11,12544
02/08/19,11-12,12513
02/08/19,12-13,12630
02/08/19,13-14,12408
02/08/19,14-15,12274
02/08/19,15-16,12142
02/08/19,16-17,11983
02/08/19,17-18,11985
02/08/19,18-19,11904
02/08/19,19-20,11818
02/08/19,20-21,11636
02/08/19,21-22,11524
02/08/19,22-23,11433
02/08/19,23-00,11131
03/08/19,00-01,10506
03/08/19,01-02,9871
03/08/19,02-03,10085
03/08/19,03-04,9937
03/08/19,04-05,9806
03/08/19,05-06,9749
03/08/19,06-07,9826
03/08/19,07-08,10116
03/08/19,08-09,10555
03/08/19,09-10,10933
03/08/19,10-11,11344
03/08/19,11-12,11403
03/08/19,12-13,11357
03/08/19,13-14,11244
03/08/19,14-15,11168
03/08/19,15-16,11083
03/08/19,16-17,11068
03/08/19,17-18,11102
03/08/19,18-19,11193
03/08/19,19-20,11120
03/08/19,20-21,11042
03/08/19,21-22,10966
03/08/19,22-23,10998
03/08/19,23-00,10656
04/08/19,00-01,10241
04/08/19,01-02,9906
04/08/19,02-03,9699
04/08/19,03-04,9595
04/08/19,04-05,9486
04/08/19,05-06,9343
04/08/19,06-07,9550
04/08/19,07-08,9804
04/08/19,08-09,10174
04/08/19,09-10,10661
04/08/19,10-11,10975
04/08/19,11-12,11058
04/08/19,12-13,11064
04/08/19,13-14,11085
04/08/19,14-15,11047
04/08/19,15-16,11035
04/08/19,16-17,11120
04/08/19,17-18,11129
04/08/19,18-19,11318
04/08/19,19-20,11357
04/08/19,20-21,11517
04/08/19,21-22,11498
04/08/19,22-23,11326
04/08/19,23-00,10860
05/08/19,00-01,10267
05/08/19,01-02,10043
05/08/19,02-03,9936
05/08/19,03-04,9887
05/08/19,04-05,9947
05/08/19,05-06,10019
05/08/19,06-07,10914
05/08/19,07-08,12129
05/08/19,08-09,12567
05/08/19,09-10,12706
05/08/19,10-11,12761
05/08/19,11-12,12733
05/08/19,12-13,12694
05/08/19,13-14,12603
05/08/19,14-15,12612
05/08/19,15-16,12694
05/08/19,16-17,12691
05/08/19,17-18,12539
05/08/19,18-19,12548
05/08/19,19-20,12396
05/08/19,20-21,12232
05/08/19,21-22,12193
05/08/19,22-23,12038
05/08/19,23-00,11331
06/08/19,00-01,10501
06/08/19,01-02,10169
06/08/19,02-03,10071
06/08/19,03-04,10083
06/08/19,04-05,10130
06/08/19,05-06,10312
06/08/19,06-07,11085
06/08/19,07-08,12085
06/08/19,08-09,12533
06/08/19,09-10,12679
06/08/19,10-11,12807
06/08/19,11-12,12754
06/08/19,12-13,12719
06/08/19,13-14,12632
06/08/19,14-15,12596
06/08/19,15-16,12599
06/08/19,16-17,12555
06/08/19,17-18,12403
06/08/19,18-19,12304
06/08/19,19-20,12241
06/08/19,20-21,12125
06/08/19,21-22,12076
06/08/19,22-23,11944
06/08/19,23-00,11492
07/08/19,00-01,10550
07/08/19,01-02,10219
07/08/19,02-03,10131
07/08/19,03-04,10066
07/08/19,04-05,10066
07/08/19,05-06,10193
07/08/19,06-07,11012
07/08/19,07-08,11952
07/08/19,08-09,12509
07/08/19,09-10,12649
07/08/19,10-11,12658
07/08/19,11-12,12707
07/08/19,12-13,12656
07/08/19,13-14,12512
07/08/19,14-15,12450
07/08/19,15-16,12472
07/08/19,16-17,12337
07/08/19,17-18,12223
07/08/19,18-19,12120
07/08/19,19-20,12028
07/08/19,20-21,12067
07/08/19,21-22,11994
07/08/19,22-23,11806
07/08/19,23-00,10949
08/08/19,00-01,10452
08/08/19,01-02,10164
08/08/19,02-03,10029
08/08/19,03-04,9978
08/08/19,04-05,10047
08/08/19,05-06,10256
08/08/19,06-07,10975
08/08/19,07-08,11879
08/08/19,08-09,12411
08/08/19,09-10,12688
08/08/19,10-11,12672
08/08/19,11-12,12779
08/08/19,12-13,12728
08/08/19,13-14,12666
08/08/19,14-15,12657
08/08/19,15-16,12445
08/08/19,16-17,12388
08/08/19,17-18,12335
08/08/19,18-19,12143
08/08/19,19-20,12307
08/08/19,20-21,12222
08/08/19,21-22,12088
08/08/19,22-23,11982
08/08/19,23-00,11458
09/08/19,00-01,10627
09/08/19,01-02,10311
09/08/19,02-03,10122
09/08/19,03-04,10146
09/08/19,04-05,10127
09/08/19,05-06,10687
09/08/19,06-07,11289
09/08/19,07-08,12320
09/08/19,08-09,12766
09/08/19,09-10,12968
09/08/19,10-11,13029
09/08/19,11-12,13107
09/08/19,12-13,12904
09/08/19,13-14,12798
09/08/19,14-15,12779
09/08/19,15-16,12690
09/08/19,16-17,12450
09/08/19,17-18,12394
09/08/19,18-19,12191
09/08/19,19-20,12212
09/08/19,20-21,12055
09/08/19,21-22,11789
09/08/19,22-23,11609
09/08/19,23-00,11271
10/08/19,00-01,10615
10/08/19,01-02,10275
10/08/19,02-03,10087
10/08/19,03-04,9913
10/08/19,04-05,9838
10/08/19,05-06,9921
10/08/19,06-07,10071
10/08/19,07-08,10293
10/08/19,08-09,10879
10/08/19,09-10,11431
10/08/19,10-11,11981
10/08/19,11-12,11928
10/08/19,12-13,11732
10/08/19,13-14,11740
10/08/19,14-15,11606
10/08/19,15-16,11589
10/08/19,16-17,11690
10/08/19,17-18,11768
10/08/19,18-19,11573
10/08/19,19-20,11594
10/08/19,20-21,11279
10/08/19,21-22,10995
10/08/19,22-23,10953
10/08/19,23-00,10715
11/08/19,00-01,10255
11/08/19,01-02,9856
11/08/19,02-03,9653
11/08/19,03-04,9495
11/08/19,04-05,9317
11/08/19,05-06,9217
11/08/19,06-07,9244
11/08/19,07-08,9469
11/08/19,08-09,9828
11/08/19,09-10,10317
11/08/19,10-11,10845
11/08/19,11-12,10942
11/08/19,12-13,10950
11/08/19,13-14,11008
11/08/19,14-15,11171
11/08/19,15-16,11127
11/08/19,16-17,11140
11/08/19,17-18,11023
11/08/19,18-19,11228
11/08/19,19-20,11270
11/08/19,20-21,11215
11/08/19,21-22,11328
11/08/19,22-23,11119
11/08/19,23-00,10502
12/08/19,00-01,9941
12/08/19,01-02,9663
12/08/19,02-03,9604
12/08/19,03-04,9601
12/08/19,04-05,9694
12/08/19,05-06,10041
12/08/19,06-07,11042
12/08/19,07-08,11968
12/08/19,08-09,12464
12/08/19,09-10,12686
12/08/19,10-11,12730
12/08/19,11-12,12560
12/08/19,12-13,12548
12/08/19,13-14,12574
12/08/19,14-15,12742
12/08/19,15-16,12586
12/08/19,16-17,12664
12/08/19,17-18,12368
12/08/19,18-19,12257
12/08/19,19-20,12195
12/08/19,20-21,12176
12/08/19,21-22,12210
12/08/19,22-23,11809
12/08/19,23-00,11083
13/08/19,00-01,10435
13/08/19,01-02,10289
13/08/19,02-03,10092
13/08/19,03-04,10083
13/08/19,04-05,10312
13/08/19,05-06,10466
13/08/19,06-07,11449
13/08/19,07-08,12269
13/08/19,08-09,12718
13/08/19,09-10,12852
13/08/19,10-11,12656
13/08/19,11-12,12564
13/08/19,12-13,12662
13/08/19,13-14,12630
13/08/19,14-15,12594
13/08/19,15-16,12705
13/08/19,16-17,13076
13/08/19,17-18,12598
13/08/19,18-19,12309
13/08/19,19-20,12562
13/08/19,20-21,12401
13/08/19,21-22,12474
13/08/19,22-23,12221
13/08/19,23-00,11531
14/08/19,00-01,10766
14/08/19,01-02,10403
14/08/19,02-03,10254
14/08/19,03-04,10295
14/08/19,04-05,10399
14/08/19,05-06,10770
14/08/19,06-07,11720
14/08/19,07-08,12924
14/08/19,08-09,13254
14/08/19,09-10,13318
14/08/19,10-11,13232
14/08/19,11-12,12900
14/08/19,12-13,12985
14/08/19,13-14,12832
14/08/19,14-15,12815
14/08/19,15-16,12793
14/08/19,16-17,12902
14/08/19,17-18,12855
14/08/19,18-19,12827
14/08/19,19-20,12700
14/08/19,20-21,12733
14/08/19,21-22,12760
14/08/19,22-23,12439
14/08/19,23-00,11695
15/08/19,00-01,10832
15/08/19,01-02,10495
15/08/19,02-03,10407
15/08/19,03-04,10511
15/08/19,04-05,10705
15/08/19,05-06,11151
15/08/19,06-07,11991
15/08/19,07-08,12976
15/08/19,08-09,13283
15/08/19,09-10,13171
15/08/19,10-11,13130
15/08/19,11-12,13055
15/08/19,12-13,13046
15/08/19,13-14,12982
15/08/19,14-15,13120
15/08/19,15-16,13008
15/08/19,16-17,13020
15/08/19,17-18,13015
15/08/19,18-19,13028
15/08/19,19-20,13025
15/08/19,20-21,12889
15/08/19,21-22,12880
15/08/19,22-23,12343
15/08/19,23-00,11712
16/08/19,00-01,11177
16/08/19,01-02,10668
16/08/19,02-03,10272
16/08/19,03-04,10033
16/08/19,04-05,10110
16/08/19,05-06,10454
16/08/19,06-07,11525
16/08/19,07-08,12667
16/08/19,08-09,13208
16/08/19,09-10,13271
16/08/19,10-11,13179
16/08/19,11-12,13079
16/08/19,12-13,12877
16/08/19,13-14,12844
16/08/19,14-15,12858
16/08/19,15-16,12704
16/08/19,16-17,12775
16/08/19,17-18,12564
16/08/19,18-19,12512
16/08/19,19-20,12402
16/08/19,20-21,12272
16/08/19,21-22,12138
16/08/19,22-23,11865
16/08/19,23-00,11412
17/08/19,00-01,10943
17/08/19,01-02,10542
17/08/19,02-03,10409
17/08/19,03-04,10197
17/08/19,04-05,10099
17/08/19,05-06,10249
17/08/19,06-07,10377
17/08/19,07-08,10767
17/08/19,08-09,11289
