Date,Hours,NO
16/05/17,19-20,14153
16/05/17,20-21,13827
16/05/17,21-22,13398
16/05/17,22-23,12648
16/05/17,23-00,12161
17/05/17,00-01,11732
17/05/17,01-02,11337
17/05/17,02-03,11225
17/05/17,03-04,11084
17/05/17,04-05,11229
17/05/17,05-06,11770
17/05/17,06-07,12670
17/05/17,07-08,13490
17/05/17,08-09,13681
17/05/17,09-10,13237
17/05/17,10-11,12734
17/05/17,11-12,12677
17/05/17,12-13,12548
17/05/17,13-14,12397
17/05/17,14-15,12249
17/05/17,15-16,12077
17/05/17,16-17,12160
17/05/17,17-18,12170
17/05/17,18-19,12226
17/05/17,19-20,12385
17/05/17,20-21,12353
17/05/17,21-22,12228
17/05/17,22-23,11792
17/05/17,23-00,11530
18/05/17,00-01,11274
18/05/17,01-02,11178
18/05/17,02-03,11233
18/05/17,03-04,11217
18/05/17,04-05,11388
18/05/17,05-06,12328
18/05/17,06-07,13687
18/05/17,07-08,14188
18/05/17,08-09,14399
18/05/17,09-10,14311
18/05/17,10-11,14309
18/05/17,11-12,14130
18/05/17,12-13,14058
18/05/17,13-14,13995
18/05/17,14-15,13909
18/05/17,15-16,13915
18/05/17,16-17,13860
18/05/17,17-18,13711
18/05/17,18-19,13637
18/05/17,19-20,13649
18/05/17,20-21,13461
18/05/17,21-22,13163
18/05/17,22-23,12518
18/05/17,23-00,12094
19/05/17,00-01,11595
19/05/17,01-02,11425
19/05/17,02-03,11436
19/05/17,03-04,11454
19/05/17,04-05,11710
19/05/17,05-06,12887
19/05/17,06-07,14290
19/05/17,07-08,14487
19/05/17,08-09,14594
19/05/17,09-10,14517
19/05/17,10-11,14161
19/05/17,11-12,13991
19/05/17,12-13,13815
19/05/17,13-14,13546
19/05/17,14-15,13361
19/05/17,15-16,13179
19/05/17,16-17,13044
19/05/17,17-18,12973
19/05/17,18-19,13004
19/05/17,19-20,12717
19/05/17,20-21,12390
19/05/17,21-22,12270
19/05/17,22-23,11994
19/05/17,23-00,11663
20/05/17,00-01,11188
20/05/17,01-02,11079
20/05/17,02-03,10919
20/05/17,03-04,10802
20/05/17,04-05,10747
20/05/17,05-06,10789
20/05/17,06-07,11079
20/05/17,07-08,12187
20/05/17,08-09,12605
20/05/17,09-10,12877
20/05/17,10-11,12789
20/05/17,11-12,12667
20/05/17,12-13,12589
20/05/17,13-14,12494
20/05/17,14-15,12451
20/05/17,15-16,12429
20/05/17,16-17,12492
20/05/17,17-18,12562
20/05/17,18-19,12609
20/05/17,19-20,12500
20/05/17,20-21,12324
20/05/17,21-22,12235
20/05/17,22-23,11957
20/05/17,23-00,11482
21/05/17,00-01,11221
21/05/17,01-02,11101
21/05/17,02-03,10956
21/05/17,03-04,10820
21/05/17,04-05,10657
21/05/17,05-06,10748
21/05/17,06-07,11093
21/05/17,07-08,11537
21/05/17,08-09,12015
21/05/17,09-10,12376
21/05/17,10-11,12550
21/05/17,11-12,12496
21/05/17,12-13,12456
21/05/17,13-14,12465
21/05/17,14-15,12397
21/05/17,15-16,12386
21/05/17,16-17,12432
21/05/17,17-18,12795
21/05/17,18-19,12895
21/05/17,19-20,12653
21/05/17,20-21,12590
21/05/17,21-22,12534
21/05/17,22-23,12230
21/05/17,23-00,11761
22/05/17,00-01,11380
22/05/17,01-02,11305
22/05/17,02-03,11281
22/05/17,03-04,11402
22/05/17,04-05,11568
22/05/17,05-06,12864
22/05/17,06-07,14236
22/05/17,07-08,14547
22/05/17,08-09,14301
22/05/17,09-10,14212
22/05/17,10-11,14060
22/05/17,11-12,14098
22/05/17,12-13,14105
22/05/17,13-14,14053
22/05/17,14-15,14066
22/05/17,15-16,13982
22/05/17,16-17,13769
22/05/17,17-18,13603
22/05/17,18-19,13604
22/05/17,19-20,13556
22/05/17,20-21,13424
22/05/17,21-22,13279
22/05/17,22-23,12804
22/05/17,23-00,12217
23/05/17,00-01,11916
23/05/17,01-02,11651
23/05/17,02-03,11707
23/05/17,03-04,11805
23/05/17,04-05,12086
23/05/17,05-06,13219
23/05/17,06-07,14301
23/05/17,07-08,14532
23/05/17,08-09,14359
23/05/17,09-10,14269
23/05/17,10-11,14013
23/05/17,11-12,13971
23/05/17,12-13,13996
23/05/17,13-14,13786
23/05/17,14-15,13640
23/05/17,15-16,13600
23/05/17,16-17,13793
23/05/17,17-18,13758
23/05/17,18-19,13647
23/05/17,19-20,13591
23/05/17,20-21,13427
23/05/17,21-22,13251
23/05/17,22-23,12614
23/05/17,23-00,11767
24/05/17,00-01,11448
24/05/17,01-02,11285
24/05/17,02-03,11239
24/05/17,03-04,11163
24/05/17,04-05,11588
24/05/17,05-06,12737
24/05/17,06-07,14394
24/05/17,07-08,14556
24/05/17,08-09,14320
24/05/17,09-10,14046
24/05/17,10-11,13983
24/05/17,11-12,13844
24/05/17,12-13,13735
24/05/17,13-14,13550
24/05/17,14-15,13400
24/05/17,15-16,13196
24/05/17,16-17,13142
24/05/17,17-18,12920
24/05/17,18-19,12805
24/05/17,19-20,12662
24/05/17,20-21,12631
24/05/17,21-22,12368
24/05/17,22-23,12193
24/05/17,23-00,11768
25/05/17,00-01,11359
25/05/17,01-02,11154
25/05/17,02-03,11154
25/05/17,03-04,11039
25/05/17,04-05,11125
25/05/17,05-06,11423
25/05/17,06-07,11871
25/05/17,07-08,12423
25/05/17,08-09,12783
25/05/17,09-10,13058
25/05/17,10-11,13241
25/05/17,11-12,13137
25/05/17,12-13,12973
25/05/17,13-14,12832
25/05/17,14-15,12702
25/05/17,15-16,12657
25/05/17,16-17,12694
25/05/17,17-18,12671
25/05/17,18-19,12647
25/05/17,19-20,12509
25/05/17,20-21,12392
25/05/17,21-22,12322
25/05/17,22-23,11990
25/05/17,23-00,11465
26/05/17,00-01,11122
26/05/17,01-02,10882
26/05/17,02-03,10764
26/05/17,03-04,10821
26/05/17,04-05,11064
26/05/17,05-06,11843
26/05/17,06-07,12769
26/05/17,07-08,13242
26/05/17,08-09,13454
26/05/17,09-10,13631
26/05/17,10-11,13400
26/05/17,11-12,13110
26/05/17,12-13,12996
26/05/17,13-14,13040
26/05/17,14-15,12794
26/05/17,15-16,12667
26/05/17,16-17,12607
26/05/17,17-18,12627
26/05/17,18-19,12529
26/05/17,19-20,12378
26/05/17,20-21,12044
26/05/17,21-22,11925
26/05/17,22-23,11717
26/05/17,23-00,11358
27/05/17,00-01,10967
27/05/17,01-02,10720
27/05/17,02-03,10650
27/05/17,03-04,10562
27/05/17,04-05,10490
27/05/17,05-06,10647
27/05/17,06-07,11021
27/05/17,07-08,11536
27/05/17,08-09,12078
27/05/17,09-10,12252
27/05/17,10-11,12167
27/05/17,11-12,12078
27/05/17,12-13,11892
27/05/17,13-14,11664
27/05/17,14-15,11554
27/05/17,15-16,11661
27/05/17,16-17,11821
27/05/17,17-18,11769
27/05/17,18-19,11684
27/05/17,19-20,11596
27/05/17,20-21,11452
27/05/17,21-22,11391
27/05/17,22-23,11278
27/05/17,23-00,10856
28/05/17,00-01,10542
28/05/17,01-02,10349
28/05/17,02-03,10216
28/05/17,03-04,10127
28/05/17,04-05,10091
28/05/17,05-06,10196
28/05/17,06-07,10575
28/05/17,07-08,10924
28/05/17,08-09,11251
28/05/17,09-10,11569
28/05/17,10-11,11695
28/05/17,11-12,11659
28/05/17,12-13,11634
28/05/17,13-14,11796
28/05/17,14-15,11800
28/05/17,15-16,11892
28/05/17,16-17,12066
28/05/17,17-18,11968
28/05/17,18-19,11912
28/05/17,19-20,11992
28/05/17,20-21,11957
28/05/17,21-22,11875
28/05/17,22-23,11594
28/05/17,23-00,11087
29/05/17,00-01,10815
29/05/17,01-02,10679
29/05/17,02-03,10641
29/05/17,03-04,10571
29/05/17,04-05,10749
29/05/17,05-06,11862
29/05/17,06-07,13189
29/05/17,07-08,13694
29/05/17,08-09,13614
29/05/17,09-10,13666
29/05/17,10-11,13462
29/05/17,11-12,13336
29/05/17,12-13,13385
29/05/17,13-14,13403
29/05/17,14-15,13207
29/05/17,15-16,13228
29/05/17,16-17,13134
29/05/17,17-18,13087
29/05/17,18-19,13062
29/05/17,19-20,13007
29/05/17,20-21,12969
29/05/17,21-22,12690
29/05/17,22-23,12271
29/05/17,23-00,11601
30/05/17,00-01,11154
30/05/17,01-02,10984
30/05/17,02-03,11122
30/05/17,03-04,11109
30/05/17,04-05,11320
30/05/17,05-06,12233
30/05/17,06-07,13479
30/05/17,07-08,14129
30/05/17,08-09,14105
30/05/17,09-10,14074
30/05/17,10-11,13741
30/05/17,11-12,13888
30/05/17,12-13,13899
30/05/17,13-14,13747
30/05/17,14-15,13623
30/05/17,15-16,13547
30/05/17,16-17,13289
30/05/17,17-18,13184
30/05/17,18-19,13142
30/05/17,19-20,13146
30/05/17,20-21,13058
30/05/17,21-22,12824
30/05/17,22-23,12369
30/05/17,23-00,11665
31/05/17,00-01,11300
31/05/17,01-02,11214
31/05/17,02-03,11237
31/05/17,03-04,11150
31/05/17,04-05,11321
31/05/17,05-06,12430
31/05/17,06-07,13793
31/05/17,07-08,14207
31/05/17,08-09,14141
31/05/17,09-10,14027
31/05/17,10-11,13840
31/05/17,11-12,13779
31/05/17,12-13,13878
31/05/17,13-14,13672
31/05/17,14-15,13503
31/05/17,15-16,13430
31/05/17,16-17,13219
31/05/17,17-18,13215
31/05/17,18-19,13303
31/05/17,19-20,13265
31/05/17,20-21,13117
31/05/17,21-22,12852
31/05/17,22-23,12407
31/05/17,23-00,11875
01/06/17,00-01,11611
01/06/17,01-02,11471
01/06/17,02-03,11435
01/06/17,03-04,11303
01/06/17,04-05,11536
01/06/17,05-06,12839
01/06/17,06-07,14024
01/06/17,07-08,14088
01/06/17,08-09,13968
01/06/17,09-10,13856
01/06/17,10-11,13790
01/06/17,11-12,13684
01/06/17,12-13,13678
01/06/17,13-14,13480
01/06/17,14-15,13399
01/06/17,15-16,13377
01/06/17,16-17,13170
01/06/17,17-18,13003
01/06/17,18-19,13194
01/06/17,19-20,13180
01/06/17,20-21,13071
01/06/17,21-22,13020
01/06/17,22-23,12484
01/06/17,23-00,11817
02/06/17,00-01,11522
02/06/17,01-02,11289
02/06/17,02-03,11226
02/06/17,03-04,11210
02/06/17,04-05,11483
02/06/17,05-06,12498
02/06/17,06-07,13785
02/06/17,07-08,14316
02/06/17,08-09,14204
02/06/17,09-10,14089
02/06/17,10-11,13936
02/06/17,11-12,13848
02/06/17,12-13,13753
02/06/17,13-14,13521
02/06/17,14-15,13386
02/06/17,15-16,13384
02/06/17,16-17,13251
02/06/17,17-18,13219
02/06/17,18-19,13141
02/06/17,19-20,13016
02/06/17,20-21,12738
02/06/17,21-22,12541
02/06/17,22-23,12234
02/06/17,23-00,11848
03/06/17,00-01,11574
03/06/17,01-02,11406
03/06/17,02-03,11241
03/06/17,03-04,11108
03/06/17,04-05,10969
03/06/17,05-06,11023
03/06/17,06-07,11423
03/06/17,07-08,12006
03/06/17,08-09,12574
03/06/17,09-10,12833
03/06/17,10-11,12829
03/06/17,11-12,12700
03/06/17,12-13,12564
03/06/17,13-14,12502
03/06/17,14-15,12443
03/06/17,15-16,12324
03/06/17,16-17,12318
03/06/17,17-18,12361
03/06/17,18-19,12356
03/06/17,19-20,12149
03/06/17,20-21,11954
03/06/17,21-22,11938
03/06/17,22-23,11790
03/06/17,23-00,11347
04/06/17,00-01,11106
04/06/17,01-02,10791
04/06/17,02-03,10590
04/06/17,03-04,10398
04/06/17,04-05,10290
04/06/17,05-06,10374
04/06/17,06-07,10644
04/06/17,07-08,11135
04/06/17,08-09,11705
04/06/17,09-10,12086
04/06/17,10-11,12242
04/06/17,11-12,12229
04/06/17,12-13,12215
04/06/17,13-14,12132
04/06/17,14-15,12118
04/06/17,15-16,12107
04/06/17,16-17,12067
04/06/17,17-18,12206
04/06/17,18-19,12217
04/06/17,19-20,12140
04/06/17,20-21,12000
04/06/17,21-22,12035
04/06/17,22-23,11748
04/06/17,23-00,11352
05/06/17,00-01,10980
05/06/17,01-02,10804
05/06/17,02-03,10610
05/06/17,03-04,10470
05/06/17,04-05,10319
05/06/17,05-06,10661
05/06/17,06-07,11041
05/06/17,07-08,11505
05/06/17,08-09,12078
05/06/17,09-10,12166
05/06/17,10-11,12339
05/06/17,11-12,12084
05/06/17,12-13,12102
05/06/17,13-14,12040
05/06/17,14-15,12019
05/06/17,15-16,11907
05/06/17,16-17,12133
05/06/17,17-18,12165
05/06/17,18-19,12220
05/06/17,19-20,12250
05/06/17,20-21,12183
05/06/17,21-22,12029
05/06/17,22-23,11732
05/06/17,23-00,10861
06/06/17,00-01,10543
06/06/17,01-02,10528
06/06/17,02-03,10447
06/06/17,03-04,10442
06/06/17,04-05,10830
06/06/17,05-06,11882
06/06/17,06-07,13377
06/06/17,07-08,13658
06/06/17,08-09,13609
06/06/17,09-10,13480
06/06/17,10-11,13322
06/06/17,11-12,13225
06/06/17,12-13,13068
06/06/17,13-14,13081
06/06/17,14-15,12994
06/06/17,15-16,12801
06/06/17,16-17,12630
06/06/17,17-18,12576
06/06/17,18-19,12595
06/06/17,19-20,12513
06/06/17,20-21,12361
06/06/17,21-22,12101
06/06/17,22-23,11719
06/06/17,23-00,10806
07/06/17,00-01,10430
07/06/17,01-02,10239
07/06/17,02-03,10092
07/06/17,03-04,10019
07/06/17,04-05,10307
07/06/17,05-06,11444
07/06/17,06-07,12602
07/06/17,07-08,13080
07/06/17,08-09,13024
07/06/17,09-10,13118
07/06/17,10-11,13115
07/06/17,11-12,12965
07/06/17,12-13,13093
07/06/17,13-14,13095
07/06/17,14-15,13275
07/06/17,15-16,13044
07/06/17,16-17,12991
07/06/17,17-18,12687
07/06/17,18-19,12636
07/06/17,19-20,12492
07/06/17,20-21,12267
07/06/17,21-22,12182
07/06/17,22-23,11514
07/06/17,23-00,11186
08/06/17,00-01,10864
08/06/17,01-02,10694
08/06/17,02-03,10500
08/06/17,03-04,10391
08/06/17,04-05,10739
08/06/17,05-06,11882
08/06/17,06-07,13259
08/06/17,07-08,13543
08/06/17,08-09,13348
08/06/17,09-10,13412
08/06/17,10-11,13337
08/06/17,11-12,13353
08/06/17,12-13,13214
08/06/17,13-14,13072
08/06/17,14-15,13193
08/06/17,15-16,13134
08/06/17,16-17,12935
08/06/17,17-18,12741
08/06/17,18-19,12664
08/06/17,19-20,12760
08/06/17,20-21,12711
08/06/17,21-22,12369
08/06/17,22-23,11915
08/06/17,23-00,11556
09/06/17,00-01,11118
09/06/17,01-02,10892
09/06/17,02-03,10749
09/06/17,03-04,10646
09/06/17,04-05,10828
09/06/17,05-06,11814
09/06/17,06-07,13065
09/06/17,07-08,13551
09/06/17,08-09,13489
09/06/17,09-10,13606
09/06/17,10-11,13530
09/06/17,11-12,13516
09/06/17,12-13,13346
09/06/17,13-14,13110
09/06/17,14-15,12997
09/06/17,15-16,12793
09/06/17,16-17,12630
09/06/17,17-18,12605
09/06/17,18-19,12492
09/06/17,19-20,12315
09/06/17,20-21,12051
09/06/17,21-22,11862
09/06/17,22-23,11590
09/06/17,23-00,11238
10/06/17,00-01,10843
10/06/17,01-02,10440
10/06/17,02-03,10499
10/06/17,03-04,10338
10/06/17,04-05,10326
10/06/17,05-06,10499
10/06/17,06-07,11064
10/06/17,07-08,11594
10/06/17,08-09,12063
10/06/17,09-10,12328
10/06/17,10-11,12319
10/06/17,11-12,12137
10/06/17,12-13,12005
10/06/17,13-14,11958
10/06/17,14-15,11957
10/06/17,15-16,11984
10/06/17,16-17,12009
10/06/17,17-18,12046
10/06/17,18-19,12025
10/06/17,19-20,11731
10/06/17,20-21,11468
10/06/17,21-22,11398
10/06/17,22-23,11282
10/06/17,23-00,10970
11/06/17,00-01,10692
11/06/17,01-02,10421
11/06/17,02-03,10261
11/06/17,03-04,10006
11/06/17,04-05,9968
11/06/17,05-06,10094
11/06/17,06-07,10411
11/06/17,07-08,10887
11/06/17,08-09,11396
11/06/17,09-10,11795
11/06/17,10-11,11991
11/06/17,11-12,12029
11/06/17,12-13,12054
11/06/17,13-14,12142
11/06/17,14-15,12137
11/06/17,15-16,12126
11/06/17,16-17,12278
11/06/17,17-18,12307
11/06/17,18-19,12356
11/06/17,19-20,12346
11/06/17,20-21,12193
11/06/17,21-22,12094
11/06/17,22-23,11893
11/06/17,23-00,11094
12/06/17,00-01,10740
12/06/17,01-02,10677
12/06/17,02-03,10535
12/06/17,03-04,10436
12/06/17,04-05,10770
12/06/17,05-06,11951
12/06/17,06-07,13224
12/06/17,07-08,13605
12/06/17,08-09,13615
12/06/17,09-10,13548
12/06/17,10-11,13458
12/06/17,11-12,13306
12/06/17,12-13,13241
12/06/17,13-14,13287
12/06/17,14-15,13196
12/06/17,15-16,13172
12/06/17,16-17,13010
12/06/17,17-18,12911
12/06/17,18-19,12800
12/06/17,19-20,12697
12/06/17,20-21,12616
12/06/17,21-22,12336
12/06/17,22-23,11889
12/06/17,23-00,11290
13/06/17,00-01,10804
13/06/17,01-02,10588
13/06/17,02-03,10551
13/06/17,03-04,10407
13/06/17,04-05,10726
13/06/17,05-06,11912
13/06/17,06-07,13120
13/06/17,07-08,13481
13/06/17,08-09,13311
13/06/17,09-10,13133
13/06/17,10-11,13037
13/06/17,11-12,13061
13/06/17,12-13,12981
13/06/17,13-14,13002
13/06/17,14-15,12868
13/06/17,15-16,12800
13/06/17,16-17,12669
13/06/17,17-18,12612
13/06/17,18-19,12559
13/06/17,19-20,12518
13/06/17,20-21,12356
13/06/17,21-22,12158
13/06/17,22-23,11720
13/06/17,23-00,11191
14/06/17,00-01,10855
14/06/17,01-02,10760
14/06/17,02-03,10716
14/06/17,03-04,10652
14/06/17,04-05,10789
14/06/17,05-06,11699
14/06/17,06-07,12932
14/06/17,07-08,13274
14/06/17,08-09,13272
14/06/17,09-10,13304
14/06/17,10-11,13380
14/06/17,11-12,13320
14/06/17,12-13,13297
14/06/17,13-14,13130
14/06/17,14-15,13139
14/06/17,15-16,13057
14/06/17,16-17,12768
14/06/17,17-18,12601
14/06/17,18-19,12561
14/06/17,19-20,12558
14/06/17,20-21,12481
14/06/17,21-22,12271
14/06/17,22-23,11895
14/06/17,23-00,11205
15/06/17,00-01,10853
15/06/17,01-02,10680
15/06/17,02-03,10527
15/06/17,03-04,10364
15/06/17,04-05,10556
15/06/17,05-06,11464
15/06/17,06-07,12534
15/06/17,07-08,12882
15/06/17,08-09,13039
15/06/17,09-10,12955
15/06/17,10-11,12717
15/06/17,11-12,12757
15/06/17,12-13,12874
15/06/17,13-14,12482
15/06/17,14-15,12299
15/06/17,15-16,12566
15/06/17,16-17,12487
15/06/17,17-18,12406
15/06/17,18-19,12385
15/06/17,19-20,12178
15/06/17,20-21,12166
15/06/17,21-22,11961
15/06/17,22-23,11621
15/06/17,23-00,10957
16/06/17,00-01,10478
16/06/17,01-02,10237
16/06/17,02-03,10192
16/06/17,03-04,10100
16/06/17,04-05,10213
16/06/17,05-06,11165
16/06/17,06-07,12534
16/06/17,07-08,12884
16/06/17,08-09,12898
16/06/17,09-10,12887
16/06/17,10-11,12799
16/06/17,11-12,12906
16/06/17,12-13,12862
16/06/17,13-14,12846
16/06/17,14-15,12659
16/06/17,15-16,12464
16/06/17,16-17,12368
16/06/17,17-18,12255
16/06/17,18-19,12177
16/06/17,19-20,12046
16/06/17,20-21,11655
16/06/17,21-22,11409
16/06/17,22-23,11281
16/06/17,23-00,10857
17/06/17,00-01,10570
17/06/17,01-02,10315
17/06/17,02-03,10214
17/06/17,03-04,10099
17/06/17,04-05,10120
17/06/17,05-06,10366
17/06/17,06-07,10758
17/06/17,07-08,11253
17/06/17,08-09,11867
17/06/17,09-10,12207
17/06/17,10-11,12218
17/06/17,11-12,12090
17/06/17,12-13,11864
17/06/17,13-14,11867
17/06/17,14-15,11765
17/06/17,15-16,11840
17/06/17,16-17,12039
17/06/17,17-18,12078
17/06/17,18-19,11869
17/06/17,19-20,11562
17/06/17,20-21,11324
17/06/17,21-22,11137
17/06/17,22-23,11075
17/06/17,23-00,10842
18/06/17,00-01,10453
18/06/17,01-02,10217
18/06/17,02-03,10148
18/06/17,03-04,10027
18/06/17,04-05,9982
18/06/17,05-06,10121
18/06/17,06-07,10302
18/06/17,07-08,10631
18/06/17,08-09,11110
18/06/17,09-10,11455
18/06/17,10-11,11633
18/06/17,11-12,11710
18/06/17,12-13,11618
18/06/17,13-14,11494
18/06/17,14-15,11509
18/06/17,15-16,11553
18/06/17,16-17,11579
18/06/17,17-18,11682
18/06/17,18-19,11791
18/06/17,19-20,11880
18/06/17,20-21,11841
18/06/17,21-22,11644
18/06/17,22-23,11325
18/06/17,23-00,10933
19/06/17,00-01,10593
19/06/17,01-02,10316
19/06/17,02-03,10288
19/06/17,03-04,10287
19/06/17,04-05,10471
19/06/17,05-06,11452
19/06/17,06-07,12820
19/06/17,07-08,13167
19/06/17,08-09,13130
19/06/17,09-10,13028
19/06/17,10-11,13060
19/06/17,11-12,13082
19/06/17,12-13,13071
19/06/17,13-14,13277
19/06/17,14-15,13116
19/06/17,15-16,13191
19/06/17,16-17,13143
19/06/17,17-18,12995
19/06/17,18-19,12880
19/06/17,19-20,12900
19/06/17,20-21,12680
19/06/17,21-22,12438
19/06/17,22-23,11900
19/06/17,23-00,11449
20/06/17,00-01,11050
20/06/17,01-02,10803
20/06/17,02-03,10761
20/06/17,03-04,10668
20/06/17,04-05,10985
20/06/17,05-06,12013
20/06/17,06-07,13000
20/06/17,07-08,13284
20/06/17,08-09,13197
20/06/17,09-10,13182
20/06/17,10-11,13305
20/06/17,11-12,13314
20/06/17,12-13,13352
20/06/17,13-14,13228
20/06/17,14-15,13008
20/06/17,15-16,13054
20/06/17,16-17,13013
20/06/17,17-18,12759
20/06/17,18-19,12692
20/06/17,19-20,12689
20/06/17,20-21,12640
20/06/17,21-22,12388
20/06/17,22-23,12043
20/06/17,23-00,11475
21/06/17,00-01,10925
21/06/17,01-02,10832
21/06/17,02-03,10775
21/06/17,03-04,10664
21/06/17,04-05,11074
21/06/17,05-06,11995
21/06/17,06-07,13186
21/06/17,07-08,13612
21/06/17,08-09,13658
21/06/17,09-10,13517
21/06/17,10-11,13406
21/06/17,11-12,13438
21/06/17,12-13,13381
21/06/17,13-14,13346
21/06/17,14-15,13144
21/06/17,15-16,13115
21/06/17,16-17,12971
21/06/17,17-18,12768
21/06/17,18-19,12918
21/06/17,19-20,12830
21/06/17,20-21,12681
21/06/17,21-22,12487
21/06/17,22-23,12164
21/06/17,23-00,11587
22/06/17,00-01,11213
22/06/17,01-02,11094
22/06/17,02-03,11039
22/06/17,03-04,10886
22/06/17,04-05,11047
22/06/17,05-06,11912
22/06/17,06-07,13067
22/06/17,07-08,13479
22/06/17,08-09,13378
22/06/17,09-10,13589
22/06/17,10-11,13521
22/06/17,11-12,13519
22/06/17,12-13,13381
22/06/17,13-14,13221
22/06/17,14-15,13086
22/06/17,15-16,13016
22/06/17,16-17,13093
22/06/17,17-18,12971
22/06/17,18-19,12818
22/06/17,19-20,12788
22/06/17,20-21,12641
22/06/17,21-22,12369
22/06/17,22-23,11964
22/06/17,23-00,11435
23/06/17,00-01,11022
23/06/17,01-02,10837
23/06/17,02-03,10766
23/06/17,03-04,10656
23/06/17,04-05,10950
23/06/17,05-06,11733
23/06/17,06-07,12820
23/06/17,07-08,13290
23/06/17,08-09,13512
23/06/17,09-10,13603
23/06/17,10-11,13548
23/06/17,11-12,13403
23/06/17,12-13,13215
23/06/17,13-14,12990
23/06/17,14-15,12812
23/06/17,15-16,12626
23/06/17,16-17,12730
23/06/17,17-18,12748
23/06/17,18-19,12476
23/06/17,19-20,12178
23/06/17,20-21,11909
23/06/17,21-22,11763
23/06/17,22-23,11582
23/06/17,23-00,11226
24/06/17,00-01,10838
24/06/17,01-02,10561
24/06/17,02-03,10410
24/06/17,03-04,10187
24/06/17,04-05,10138
24/06/17,05-06,10366
24/06/17,06-07,10698
24/06/17,07-08,11291
24/06/17,08-09,11834
24/06/17,09-10,12062
24/06/17,10-11,12095
24/06/17,11-12,11939
24/06/17,12-13,11718
24/06/17,13-14,11608
24/06/17,14-15,11439
24/06/17,15-16,11551
24/06/17,16-17,11687
24/06/17,17-18,11714
24/06/17,18-19,11664
24/06/17,19-20,11579
24/06/17,20-21,11445
24/06/17,21-22,11419
24/06/17,22-23,11295
24/06/17,23-00,11175
25/06/17,00-01,10753
25/06/17,01-02,10330
25/06/17,02-03,10297
25/06/17,03-04,10237
25/06/17,04-05,10232
25/06/17,05-06,10307
25/06/17,06-07,10487
25/06/17,07-08,10884
25/06/17,08-09,11246
25/06/17,09-10,11615
25/06/17,10-11,11702
25/06/17,11-12,11654
25/06/17,12-13,11651
25/06/17,13-14,11498
25/06/17,14-15,11565
25/06/17,15-16,11635
25/06/17,16-17,11627
25/06/17,17-18,11735
25/06/17,18-19,11801
25/06/17,19-20,11869
25/06/17,20-21,11853
25/06/17,21-22,11732
25/06/17,22-23,11304
25/06/17,23-00,11032
26/06/17,00-01,10696
26/06/17,01-02,10507
26/06/17,02-03,10412
26/06/17,03-04,10379
26/06/17,04-05,10697
26/06/17,05-06,11635
26/06/17,06-07,12722
26/06/17,07-08,13234
26/06/17,08-09,13293
26/06/17,09-10,13391
26/06/17,10-11,13330
26/06/17,11-12,13227
26/06/17,12-13,13152
26/06/17,13-14,13052
26/06/17,14-15,12976
26/06/17,15-16,12871
26/06/17,16-17,12817
26/06/17,17-18,12606
26/06/17,18-19,12632
26/06/17,19-20,12600
26/06/17,20-21,12479
26/06/17,21-22,12234
26/06/17,22-23,11919
26/06/17,23-00,11429
27/06/17,00-01,11171
27/06/17,01-02,10908
27/06/17,02-03,10824
27/06/17,03-04,10777
27/06/17,04-05,11116
27/06/17,05-06,11986
27/06/17,06-07,12938
27/06/17,07-08,13396
27/06/17,08-09,13421
27/06/17,09-10,13419
27/06/17,10-11,13375
27/06/17,11-12,13279
27/06/17,12-13,13150
27/06/17,13-14,13158
27/06/17,14-15,13112
27/06/17,15-16,12929
27/06/17,16-17,12815
27/06/17,17-18,12708
27/06/17,18-19,12614
27/06/17,19-20,12487
27/06/17,20-21,12352
27/06/17,21-22,12010
27/06/17,22-23,11855
27/06/17,23-00,11399
28/06/17,00-01,11103
28/06/17,01-02,10952
28/06/17,02-03,10931
28/06/17,03-04,10816
28/06/17,04-05,10960
28/06/17,05-06,11754
28/06/17,06-07,12773
28/06/17,07-08,13046
28/06/17,08-09,13173
28/06/17,09-10,13160
28/06/17,10-11,13084
28/06/17,11-12,12977
28/06/17,12-13,12882
28/06/17,13-14,12945
28/06/17,14-15,12830
28/06/17,15-16,12751
28/06/17,16-17,12608
28/06/17,17-18,12571
28/06/17,18-19,12489
28/06/17,19-20,12488
28/06/17,20-21,12214
28/06/17,21-22,11966
28/06/17,22-23,11677
28/06/17,23-00,11102
29/06/17,00-01,10801
29/06/17,01-02,10681
29/06/17,02-03,10566
29/06/17,03-04,10451
29/06/17,04-05,10733
29/06/17,05-06,11670
29/06/17,06-07,12638
29/06/17,07-08,12973
29/06/17,08-09,13125
29/06/17,09-10,13128
29/06/17,10-11,13125
29/06/17,11-12,13125
29/06/17,12-13,13026
29/06/17,13-14,12981
29/06/17,14-15,12867
29/06/17,15-16,12828
29/06/17,16-17,12741
29/06/17,17-18,12491
29/06/17,18-19,12448
29/06/17,19-20,12366
29/06/17,20-21,12197
29/06/17,21-22,12029
29/06/17,22-23,11679
29/06/17,23-00,11216
30/06/17,00-01,10814
30/06/17,01-02,10574
30/06/17,02-03,10421
30/06/17,03-04,10270
30/06/17,04-05,10516
30/06/17,05-06,11295
