Date,Hours,NO
02/07/17,20-21,11361
02/07/17,21-22,11226
02/07/17,22-23,11076
02/07/17,23-00,10429
03/07/17,00-01,10276
03/07/17,01-02,10198
03/07/17,02-03,10190
03/07/17,03-04,9926
03/07/17,04-05,9995
03/07/17,05-06,11051
03/07/17,06-07,12135
03/07/17,07-08,12504
03/07/17,08-09,12788
03/07/17,09-10,13014
03/07/17,10-11,12979
03/07/17,11-12,12896
03/07/17,12-13,12973
03/07/17,13-14,12867
03/07/17,14-15,12761
03/07/17,15-16,12635
03/07/17,16-17,12507
03/07/17,17-18,12422
03/07/17,18-19,12366
03/07/17,19-20,12258
03/07/17,20-21,12097
03/07/17,21-22,11912
03/07/17,22-23,11711
03/07/17,23-00,11328
04/07/17,00-01,10947
04/07/17,01-02,10829
04/07/17,02-03,10756
04/07/17,03-04,10582
04/07/17,04-05,10749
04/07/17,05-06,11612
04/07/17,06-07,12534
04/07/17,07-08,13020
04/07/17,08-09,13227
04/07/17,09-10,13395
04/07/17,10-11,13248
04/07/17,11-12,13170
04/07/17,12-13,13166
04/07/17,13-14,13132
04/07/17,14-15,12963
04/07/17,15-16,12883
04/07/17,16-17,12703
04/07/17,17-18,12599
04/07/17,18-19,12567
04/07/17,19-20,12361
04/07/17,20-21,12289
04/07/17,21-22,12030
04/07/17,22-23,11779
04/07/17,23-00,11311
05/07/17,00-01,10900
05/07/17,01-02,10753
05/07/17,02-03,10823
05/07/17,03-04,10701
05/07/17,04-05,10745
05/07/17,05-06,11456
05/07/17,06-07,12314
05/07/17,07-08,13041
05/07/17,08-09,13008
05/07/17,09-10,12990
05/07/17,10-11,13097
05/07/17,11-12,13048
05/07/17,12-13,12994
05/07/17,13-14,12843
05/07/17,14-15,12669
05/07/17,15-16,12602
05/07/17,16-17,12541
05/07/17,17-18,12435
05/07/17,18-19,12473
05/07/17,19-20,12236
05/07/17,20-21,12197
05/07/17,21-22,11944
05/07/17,22-23,11801
05/07/17,23-00,11388
06/07/17,00-01,10994
06/07/17,01-02,10836
06/07/17,02-03,10772
06/07/17,03-04,10661
06/07/17,04-05,10862
06/07/17,05-06,11603
06/07/17,06-07,12449
06/07/17,07-08,13024
06/07/17,08-09,13002
06/07/17,09-10,12919
06/07/17,10-11,13186
06/07/17,11-12,13113
06/07/17,12-13,12992
06/07/17,13-14,13035
06/07/17,14-15,12875
06/07/17,15-16,12845
06/07/17,16-17,12654
06/07/17,17-18,12666
06/07/17,18-19,12488
06/07/17,19-20,12252
06/07/17,20-21,12170
06/07/17,21-22,11995
06/07/17,22-23,11682
06/07/17,23-00,11306
07/07/17,00-01,10917
07/07/17,01-02,10701
07/07/17,02-03,10616
07/07/17,03-04,10565
07/07/17,04-05,10682
07/07/17,05-06,11327
07/07/17,06-07,12238
07/07/17,07-08,12745
07/07/17,08-09,12920
07/07/17,09-10,13002
07/07/17,10-11,12844
07/07/17,11-12,12864
07/07/17,12-13,12869
07/07/17,13-14,12740
07/07/17,14-15,12609
07/07/17,15-16,12439
07/07/17,16-17,12343
07/07/17,17-18,12257
07/07/17,18-19,12190
07/07/17,19-20,11923
07/07/17,20-21,11772
07/07/17,21-22,11584
07/07/17,22-23,11283
07/07/17,23-00,10919
08/07/17,00-01,10576
08/07/17,01-02,10346
08/07/17,02-03,10270
08/07/17,03-04,10156
08/07/17,04-05,10077
08/07/17,05-06,10152
08/07/17,06-07,10474
08/07/17,07-08,10916
08/07/17,08-09,11493
08/07/17,09-10,11717
08/07/17,10-11,11684
08/07/17,11-12,11734
08/07/17,12-13,11619
08/07/17,13-14,11469
08/07/17,14-15,11435
08/07/17,15-16,11524
08/07/17,16-17,11481
08/07/17,17-18,11417
08/07/17,18-19,11366
08/07/17,19-20,11175
08/07/17,20-21,10958
08/07/17,21-22,10913
08/07/17,22-23,10891
08/07/17,23-00,10688
09/07/17,00-01,10438
09/07/17,01-02,10288
09/07/17,02-03,10238
09/07/17,03-04,10017
09/07/17,04-05,9930
09/07/17,05-06,10025
09/07/17,06-07,10256
09/07/17,07-08,10669
09/07/17,08-09,11131
09/07/17,09-10,11434
09/07/17,10-11,11540
09/07/17,11-12,11496
09/07/17,12-13,11498
09/07/17,13-14,11291
09/07/17,14-15,11283
09/07/17,15-16,11584
09/07/17,16-17,11466
09/07/17,17-18,11317
09/07/17,18-19,11373
09/07/17,19-20,11324
09/07/17,20-21,11296
09/07/17,21-22,11158
09/07/17,22-23,10877
09/07/17,23-00,10560
10/07/17,00-01,10192
10/07/17,01-02,10020
10/07/17,02-03,10022
10/07/17,03-04,9970
10/07/17,04-05,10082
10/07/17,05-06,10760
10/07/17,06-07,11548
10/07/17,07-08,12119
10/07/17,08-09,12447
10/07/17,09-10,12622
10/07/17,10-11,12576
10/07/17,11-12,12503
10/07/17,12-13,12424
10/07/17,13-14,12496
10/07/17,14-15,12430
10/07/17,15-16,12337
10/07/17,16-17,12204
10/07/17,17-18,12221
10/07/17,18-19,12229
10/07/17,19-20,12038
10/07/17,20-21,11828
10/07/17,21-22,11477
10/07/17,22-23,11123
10/07/17,23-00,10975
11/07/17,00-01,10746
11/07/17,01-02,10484
11/07/17,02-03,10458
11/07/17,03-04,10355
11/07/17,04-05,10340
11/07/17,05-06,10903
11/07/17,06-07,11721
11/07/17,07-08,12360
11/07/17,08-09,12636
11/07/17,09-10,12735
11/07/17,10-11,12807
11/07/17,11-12,12744
11/07/17,12-13,12476
11/07/17,13-14,12381
11/07/17,14-15,12330
11/07/17,15-16,12320
11/07/17,16-17,12309
11/07/17,17-18,11994
11/07/17,18-19,12031
11/07/17,19-20,11966
11/07/17,20-21,11753
11/07/17,21-22,11472
11/07/17,22-23,11251
11/07/17,23-00,10884
12/07/17,00-01,10534
12/07/17,01-02,10387
12/07/17,02-03,10255
12/07/17,03-04,10187
12/07/17,04-05,10259
12/07/17,05-06,10943
12/07/17,06-07,11772
12/07/17,07-08,12197
12/07/17,08-09,12520
12/07/17,09-10,12628
12/07/17,10-11,12650
12/07/17,11-12,12529
12/07/17,12-13,12517
12/07/17,13-14,12369
12/07/17,14-15,12230
12/07/17,15-16,12113
12/07/17,16-17,11869
12/07/17,17-18,11817
12/07/17,18-19,11906
12/07/17,19-20,11806
12/07/17,20-21,11663
12/07/17,21-22,11489
12/07/17,22-23,11313
12/07/17,23-00,10913
13/07/17,00-01,10647
13/07/17,01-02,10471
13/07/17,02-03,10368
13/07/17,03-04,10363
13/07/17,04-05,10493
13/07/17,05-06,11039
13/07/17,06-07,11775
13/07/17,07-08,12285
13/07/17,08-09,12531
13/07/17,09-10,12802
13/07/17,10-11,12745
13/07/17,11-12,12509
13/07/17,12-13,12471
13/07/17,13-14,12432
13/07/17,14-15,12395
13/07/17,15-16,12281
13/07/17,16-17,12190
13/07/17,17-18,12095
13/07/17,18-19,11997
13/07/17,19-20,11901
13/07/17,20-21,11725
13/07/17,21-22,11634
13/07/17,22-23,11425
13/07/17,23-00,11068
14/07/17,00-01,10747
14/07/17,01-02,10660
14/07/17,02-03,10613
14/07/17,03-04,10461
14/07/17,04-05,10530
14/07/17,05-06,11086
14/07/17,06-07,11780
14/07/17,07-08,12322
14/07/17,08-09,12741
14/07/17,09-10,12803
14/07/17,10-11,12643
14/07/17,11-12,12684
14/07/17,12-13,12523
14/07/17,13-14,12349
14/07/17,14-15,12189
14/07/17,15-16,12114
14/07/17,16-17,11902
14/07/17,17-18,11787
14/07/17,18-19,11779
14/07/17,19-20,11643
14/07/17,20-21,11562
14/07/17,21-22,11463
14/07/17,22-23,11334
14/07/17,23-00,10905
15/07/17,00-01,10662
15/07/17,01-02,10479
15/07/17,02-03,10417
15/07/17,03-04,10274
15/07/17,04-05,10166
15/07/17,05-06,10330
15/07/17,06-07,10484
15/07/17,07-08,10976
15/07/17,08-09,11407
15/07/17,09-10,11657
15/07/17,10-11,11641
15/07/17,11-12,11667
15/07/17,12-13,11464
15/07/17,13-14,11314
15/07/17,14-15,11325
15/07/17,15-16,11381
15/07/17,16-17,11421
15/07/17,17-18,11468
15/07/17,18-19,11324
15/07/17,19-20,11151
15/07/17,20-21,11091
15/07/17,21-22,10957
15/07/17,22-23,10835
15/07/17,23-00,10449
16/07/17,00-01,10171
16/07/17,01-02,10063
16/07/17,02-03,9937
16/07/17,03-04,9760
16/07/17,04-05,9675
16/07/17,05-06,9726
16/07/17,06-07,9832
16/07/17,07-08,10191
16/07/17,08-09,10525
16/07/17,09-10,10875
16/07/17,10-11,11033
16/07/17,11-12,11008
16/07/17,12-13,11021
16/07/17,13-14,10972
16/07/17,14-15,11066
16/07/17,15-16,11015
16/07/17,16-17,11066
16/07/17,17-18,11042
16/07/17,18-19,11001
16/07/17,19-20,10977
16/07/17,20-21,11067
16/07/17,21-22,11054
16/07/17,22-23,10861
16/07/17,23-00,10589
17/07/17,00-01,10416
17/07/17,01-02,10183
17/07/17,02-03,10038
17/07/17,03-04,10039
17/07/17,04-05,10030
17/07/17,05-06,10651
17/07/17,06-07,11550
17/07/17,07-08,12067
17/07/17,08-09,12285
17/07/17,09-10,12465
17/07/17,10-11,12467
17/07/17,11-12,12372
17/07/17,12-13,12308
17/07/17,13-14,12252
17/07/17,14-15,12067
17/07/17,15-16,11872
17/07/17,16-17,11965
17/07/17,17-18,11792
17/07/17,18-19,11801
17/07/17,19-20,11784
17/07/17,20-21,11666
17/07/17,21-22,11526
17/07/17,22-23,11176
17/07/17,23-00,10730
18/07/17,00-01,10400
18/07/17,01-02,10239
18/07/17,02-03,10236
18/07/17,03-04,10189
18/07/17,04-05,10277
18/07/17,05-06,10873
18/07/17,06-07,11493
18/07/17,07-08,11815
18/07/17,08-09,12087
18/07/17,09-10,12359
18/07/17,10-11,12332
18/07/17,11-12,12294
18/07/17,12-13,12174
18/07/17,13-14,12149
18/07/17,14-15,12118
18/07/17,15-16,11998
18/07/17,16-17,11964
18/07/17,17-18,11846
18/07/17,18-19,11811
18/07/17,19-20,11668
18/07/17,20-21,11637
18/07/17,21-22,11541
18/07/17,22-23,11263
18/07/17,23-00,10776
19/07/17,00-01,10451
19/07/17,01-02,10333
19/07/17,02-03,10330
19/07/17,03-04,10197
19/07/17,04-05,10274
19/07/17,05-06,10714
19/07/17,06-07,11291
19/07/17,07-08,11713
19/07/17,08-09,12085
19/07/17,09-10,12335
19/07/17,10-11,12361
19/07/17,11-12,12221
19/07/17,12-13,12057
19/07/17,13-14,11916
19/07/17,14-15,11787
19/07/17,15-16,11842
19/07/17,16-17,11745
19/07/17,17-18,11598
19/07/17,18-19,11538
19/07/17,19-20,11407
19/07/17,20-21,11358
19/07/17,21-22,11298
19/07/17,22-23,11094
19/07/17,23-00,10641
20/07/17,00-01,10335
20/07/17,01-02,10249
20/07/17,02-03,10129
20/07/17,03-04,10053
20/07/17,04-05,10089
20/07/17,05-06,10626
20/07/17,06-07,11260
20/07/17,07-08,11827
20/07/17,08-09,12101
20/07/17,09-10,12217
20/07/17,10-11,12127
20/07/17,11-12,11974
20/07/17,12-13,11788
20/07/17,13-14,11797
20/07/17,14-15,11717
20/07/17,15-16,11567
20/07/17,16-17,11454
20/07/17,17-18,11329
20/07/17,18-19,11234
20/07/17,19-20,11172
20/07/17,20-21,11021
20/07/17,21-22,10892
20/07/17,22-23,10751
20/07/17,23-00,10447
21/07/17,00-01,10156
21/07/17,01-02,9966
21/07/17,02-03,9806
21/07/17,03-04,9585
21/07/17,04-05,9783
21/07/17,05-06,10321
21/07/17,06-07,11150
21/07/17,07-08,11685
21/07/17,08-09,12068
21/07/17,09-10,12338
21/07/17,10-11,12335
21/07/17,11-12,12101
21/07/17,12-13,12095
21/07/17,13-14,11968
21/07/17,14-15,11910
21/07/17,15-16,11817
21/07/17,16-17,11643
21/07/17,17-18,11686
21/07/17,18-19,11525
21/07/17,19-20,11279
21/07/17,20-21,11089
21/07/17,21-22,11049
21/07/17,22-23,10746
21/07/17,23-00,10466
22/07/17,00-01,10160
22/07/17,01-02,10027
22/07/17,02-03,9928
22/07/17,03-04,9866
22/07/17,04-05,9719
22/07/17,05-06,9824
22/07/17,06-07,10114
22/07/17,07-08,10622
22/07/17,08-09,11073
22/07/17,09-10,11471
22/07/17,10-11,11462
22/07/17,11-12,11314
22/07/17,12-13,11223
22/07/17,13-14,11137
22/07/17,14-15,11079
22/07/17,15-16,11068
22/07/17,16-17,11130
22/07/17,17-18,11117
22/07/17,18-19,11024
22/07/17,19-20,10936
22/07/17,20-21,10786
22/07/17,21-22,10766
22/07/17,22-23,10593
22/07/17,23-00,10237
23/07/17,00-01,9924
23/07/17,01-02,9733
23/07/17,02-03,9639
23/07/17,03-04,9580
23/07/17,04-05,9457
23/07/17,05-06,9506
23/07/17,06-07,9658
23/07/17,07-08,10090
23/07/17,08-09,10335
23/07/17,09-10,10622
23/07/17,10-11,10663
23/07/17,11-12,10608
23/07/17,12-13,10664
23/07/17,13-14,10569
23/07/17,14-15,10633
23/07/17,15-16,10706
23/07/17,16-17,10814
23/07/17,17-18,10935
23/07/17,18-19,10905
23/07/17,19-20,10915
23/07/17,20-21,10671
23/07/17,21-22,10742
23/07/17,22-23,10542
23/07/17,23-00,10178
24/07/17,00-01,9962
24/07/17,01-02,9861
24/07/17,02-03,9687
24/07/17,03-04,9698
24/07/17,04-05,9804
24/07/17,05-06,10269
24/07/17,06-07,10929
24/07/17,07-08,11617
24/07/17,08-09,11944
24/07/17,09-10,12204
24/07/17,10-11,12293
24/07/17,11-12,12096
24/07/17,12-13,12107
24/07/17,13-14,11989
24/07/17,14-15,11880
24/07/17,15-16,11750
24/07/17,16-17,11571
24/07/17,17-18,11614
24/07/17,18-19,11610
24/07/17,19-20,11468
24/07/17,20-21,11261
24/07/17,21-22,11109
24/07/17,22-23,10772
24/07/17,23-00,10449
25/07/17,00-01,10167
25/07/17,01-02,9971
25/07/17,02-03,9938
25/07/17,03-04,9732
25/07/17,04-05,9766
25/07/17,05-06,10408
25/07/17,06-07,10962
25/07/17,07-08,11450
25/07/17,08-09,11795
25/07/17,09-10,12043
25/07/17,10-11,11943
25/07/17,11-12,12064
25/07/17,12-13,11997
25/07/17,13-14,12046
25/07/17,14-15,11919
25/07/17,15-16,11867
25/07/17,16-17,11753
25/07/17,17-18,11647
25/07/17,18-19,11527
25/07/17,19-20,11515
25/07/17,20-21,11326
25/07/17,21-22,11311
25/07/17,22-23,10976
25/07/17,23-00,10546
26/07/17,00-01,10173
26/07/17,01-02,10010
26/07/17,02-03,9866
26/07/17,03-04,9800
26/07/17,04-05,9844
26/07/17,05-06,10466
26/07/17,06-07,11140
26/07/17,07-08,11601
26/07/17,08-09,11845
26/07/17,09-10,12079
26/07/17,10-11,12081
26/07/17,11-12,12087
26/07/17,12-13,11994
26/07/17,13-14,11973
26/07/17,14-15,11972
26/07/17,15-16,11830
26/07/17,16-17,11743
26/07/17,17-18,11644
26/07/17,18-19,11556
26/07/17,19-20,11423
26/07/17,20-21,11375
26/07/17,21-22,11305
26/07/17,22-23,10960
26/07/17,23-00,10446
27/07/17,00-01,10107
27/07/17,01-02,9956
27/07/17,02-03,9888
27/07/17,03-04,9846
27/07/17,04-05,9818
27/07/17,05-06,10248
27/07/17,06-07,10899
27/07/17,07-08,11503
27/07/17,08-09,12149
27/07/17,09-10,12354
27/07/17,10-11,12401
27/07/17,11-12,12292
27/07/17,12-13,12166
27/07/17,13-14,12098
27/07/17,14-15,11991
27/07/17,15-16,11848
27/07/17,16-17,11787
27/07/17,17-18,11659
27/07/17,18-19,11642
27/07/17,19-20,11513
27/07/17,20-21,11402
27/07/17,21-22,11292
27/07/17,22-23,10911
27/07/17,23-00,10672
28/07/17,00-01,10340
28/07/17,01-02,10139
28/07/17,02-03,10009
28/07/17,03-04,9930
28/07/17,04-05,9990
28/07/17,05-06,10319
28/07/17,06-07,10998
28/07/17,07-08,11486
28/07/17,08-09,12018
28/07/17,09-10,12249
28/07/17,10-11,12196
28/07/17,11-12,12030
28/07/17,12-13,11938
28/07/17,13-14,11851
28/07/17,14-15,11692
28/07/17,15-16,11602
28/07/17,16-17,11597
28/07/17,17-18,11640
28/07/17,18-19,11604
28/07/17,19-20,11455
28/07/17,20-21,11197
28/07/17,21-22,11243
28/07/17,22-23,10982
28/07/17,23-00,10523
29/07/17,00-01,10172
29/07/17,01-02,10155
29/07/17,02-03,10054
29/07/17,03-04,9921
29/07/17,04-05,9767
29/07/17,05-06,9848
29/07/17,06-07,10212
29/07/17,07-08,10705
29/07/17,08-09,11096
29/07/17,09-10,11507
29/07/17,10-11,11412
29/07/17,11-12,11316
29/07/17,12-13,11381
29/07/17,13-14,11251
29/07/17,14-15,11156
29/07/17,15-16,11130
29/07/17,16-17,11273
29/07/17,17-18,11290
29/07/17,18-19,11219
29/07/17,19-20,11209
29/07/17,20-21,11128
29/07/17,21-22,11064
29/07/17,22-23,10831
29/07/17,23-00,10402
30/07/17,00-01,10181
30/07/17,01-02,10115
30/07/17,02-03,10014
30/07/17,03-04,9898
30/07/17,04-05,9696
30/07/17,05-06,9670
30/07/17,06-07,9871
30/07/17,07-08,10138
30/07/17,08-09,10580
30/07/17,09-10,10861
30/07/17,10-11,10992
30/07/17,11-12,11040
30/07/17,12-13,11100
30/07/17,13-14,11109
30/07/17,14-15,11102
30/07/17,15-16,11056
30/07/17,16-17,11173
30/07/17,17-18,11301
30/07/17,18-19,11339
30/07/17,19-20,11208
30/07/17,20-21,11268
30/07/17,21-22,11182
30/07/17,22-23,10871
30/07/17,23-00,10644
31/07/17,00-01,10152
31/07/17,01-02,10066
31/07/17,02-03,10025
31/07/17,03-04,9980
31/07/17,04-05,9901
31/07/17,05-06,10649
31/07/17,06-07,11482
31/07/17,07-08,11994
31/07/17,08-09,12259
31/07/17,09-10,12326
31/07/17,10-11,12272
31/07/17,11-12,12086
31/07/17,12-13,12105
31/07/17,13-14,12265
31/07/17,14-15,12134
31/07/17,15-16,11974
31/07/17,16-17,11888
31/07/17,17-18,11827
31/07/17,18-19,11848
31/07/17,19-20,11686
31/07/17,20-21,11575
31/07/17,21-22,11533
31/07/17,22-23,11055
31/07/17,23-00,10562
01/08/17,00-01,10258
01/08/17,01-02,10063
01/08/17,02-03,10146
01/08/17,03-04,10132
01/08/17,04-05,10244
01/08/17,05-06,10827
01/08/17,06-07,11717
01/08/17,07-08,12106
01/08/17,08-09,12287
01/08/17,09-10,12464
01/08/17,10-11,12481
01/08/17,11-12,12405
01/08/17,12-13,12302
01/08/17,13-14,12331
01/08/17,14-15,12221
01/08/17,15-16,12179
01/08/17,16-17,12060
01/08/17,17-18,12000
01/08/17,18-19,11924
01/08/17,19-20,11802
01/08/17,20-21,11716
01/08/17,21-22,11523
01/08/17,22-23,11131
01/08/17,23-00,10690
02/08/17,00-01,10426
02/08/17,01-02,10164
02/08/17,02-03,10026
02/08/17,03-04,10006
02/08/17,04-05,10123
02/08/17,05-06,10731
02/08/17,06-07,11549
02/08/17,07-08,11982
02/08/17,08-09,12023
02/08/17,09-10,12060
02/08/17,10-11,12172
02/08/17,11-12,12171
02/08/17,12-13,12034
02/08/17,13-14,12043
02/08/17,14-15,11993
02/08/17,15-16,12007
02/08/17,16-17,11905
02/08/17,17-18,11751
02/08/17,18-19,11774
02/08/17,19-20,11724
02/08/17,20-21,11554
02/08/17,21-22,11407
02/08/17,22-23,11111
02/08/17,23-00,10694
03/08/17,00-01,10335
03/08/17,01-02,10192
03/08/17,02-03,10225
03/08/17,03-04,10179
03/08/17,04-05,10244
03/08/17,05-06,10986
03/08/17,06-07,11678
03/08/17,07-08,12206
03/08/17,08-09,12637
03/08/17,09-10,12670
03/08/17,10-11,12600
03/08/17,11-12,12507
03/08/17,12-13,12563
03/08/17,13-14,12595
03/08/17,14-15,12419
03/08/17,15-16,12309
03/08/17,16-17,12264
03/08/17,17-18,12300
03/08/17,18-19,12258
03/08/17,19-20,12153
03/08/17,20-21,12097
03/08/17,21-22,11824
03/08/17,22-23,11191
03/08/17,23-00,10648
04/08/17,00-01,10347
04/08/17,01-02,10180
04/08/17,02-03,10102
04/08/17,03-04,10098
04/08/17,04-05,10180
04/08/17,05-06,10667
04/08/17,06-07,11428
04/08/17,07-08,12140
04/08/17,08-09,12535
04/08/17,09-10,12515
04/08/17,10-11,12400
04/08/17,11-12,12316
04/08/17,12-13,12228
04/08/17,13-14,12083
04/08/17,14-15,11923
04/08/17,15-16,11845
04/08/17,16-17,11950
04/08/17,17-18,11844
04/08/17,18-19,11632
04/08/17,19-20,11418
04/08/17,20-21,11269
04/08/17,21-22,11269
04/08/17,22-23,10835
04/08/17,23-00,10557
05/08/17,00-01,10244
05/08/17,01-02,10074
05/08/17,02-03,9854
05/08/17,03-04,9878
05/08/17,04-05,9825
05/08/17,05-06,9921
05/08/17,06-07,10245
05/08/17,07-08,10815
05/08/17,08-09,11284
05/08/17,09-10,11619
05/08/17,10-11,11715
05/08/17,11-12,11596
05/08/17,12-13,11387
05/08/17,13-14,11392
05/08/17,14-15,11526
05/08/17,15-16,11463
05/08/17,16-17,11622
05/08/17,17-18,11729
05/08/17,18-19,11480
05/08/17,19-20,11306
05/08/17,20-21,11093
05/08/17,21-22,10967
05/08/17,22-23,10822
05/08/17,23-00,10424
06/08/17,00-01,10169
06/08/17,01-02,9966
06/08/17,02-03,9904
06/08/17,03-04,9835
06/08/17,04-05,9710
06/08/17,05-06,9682
06/08/17,06-07,10042
06/08/17,07-08,10431
06/08/17,08-09,10763
06/08/17,09-10,11086
06/08/17,10-11,11408
06/08/17,11-12,11501
06/08/17,12-13,11400
06/08/17,13-14,11300
06/08/17,14-15,11211
06/08/17,15-16,11269
06/08/17,16-17,11378
06/08/17,17-18,11514
06/08/17,18-19,11584
06/08/17,19-20,11560
06/08/17,20-21,11686
06/08/17,21-22,11697
06/08/17,22-23,11177
06/08/17,23-00,10810
07/08/17,00-01,10564
07/08/17,01-02,10367
07/08/17,02-03,10187
07/08/17,03-04,10265
07/08/17,04-05,10547
07/08/17,05-06,11217
07/08/17,06-07,12262
07/08/17,07-08,12556
07/08/17,08-09,12696
07/08/17,09-10,12852
07/08/17,10-11,12950
07/08/17,11-12,13062
07/08/17,12-13,13113
07/08/17,13-14,13044
07/08/17,14-15,12852
07/08/17,15-16,12767
07/08/17,16-17,12779
07/08/17,17-18,12690
07/08/17,18-19,12655
07/08/17,19-20,12533
07/08/17,20-21,12391
07/08/17,21-22,12213
07/08/17,22-23,11625
07/08/17,23-00,11135
08/08/17,00-01,10784
08/08/17,01-02,10612
08/08/17,02-03,10599
08/08/17,03-04,10551
08/08/17,04-05,10714
08/08/17,05-06,11508
08/08/17,06-07,12513
08/08/17,07-08,12801
08/08/17,08-09,12935
08/08/17,09-10,13014
08/08/17,10-11,12984
08/08/17,11-12,12918
08/08/17,12-13,12833
08/08/17,13-14,12961
08/08/17,14-15,12926
08/08/17,15-16,12821
08/08/17,16-17,12696
08/08/17,17-18,12517
08/08/17,18-19,12530
08/08/17,19-20,12421
08/08/17,20-21,12317
08/08/17,21-22,12196
08/08/17,22-23,11541
08/08/17,23-00,11017
09/08/17,00-01,10636
09/08/17,01-02,10452
09/08/17,02-03,10547
09/08/17,03-04,10662
09/08/17,04-05,10660
09/08/17,05-06,11470
09/08/17,06-07,12387
09/08/17,07-08,12947
09/08/17,08-09,13047
09/08/17,09-10,13172
09/08/17,10-11,13088
09/08/17,11-12,13386
09/08/17,12-13,13293
09/08/17,13-14,13314
09/08/17,14-15,13292
09/08/17,15-16,13147
09/08/17,16-17,12951
09/08/17,17-18,12753
09/08/17,18-19,12733
09/08/17,19-20,12712
09/08/17,20-21,12638
09/08/17,21-22,12375
09/08/17,22-23,11696
09/08/17,23-00,11196
10/08/17,00-01,10770
10/08/17,01-02,10623
10/08/17,02-03,10554
10/08/17,03-04,10531
10/08/17,04-05,10624
10/08/17,05-06,11300
10/08/17,06-07,12351
10/08/17,07-08,12652
10/08/17,08-09,12880
10/08/17,09-10,12961
10/08/17,10-11,13022
10/08/17,11-12,12862
10/08/17,12-13,12888
10/08/17,13-14,12857
10/08/17,14-15,12822
10/08/17,15-16,12790
10/08/17,16-17,12690
10/08/17,17-18,12572
10/08/17,18-19,12351
10/08/17,19-20,12178
10/08/17,20-21,12197
10/08/17,21-22,12131
10/08/17,22-23,11563
10/08/17,23-00,11081
11/08/17,00-01,10690
11/08/17,01-02,10601
11/08/17,02-03,10566
11/08/17,03-04,10678
11/08/17,04-05,10809
11/08/17,05-06,11329
11/08/17,06-07,12381
11/08/17,07-08,12794
11/08/17,08-09,12980
11/08/17,09-10,13089
11/08/17,10-11,13103
11/08/17,11-12,12927
11/08/17,12-13,12857
11/08/17,13-14,12700
11/08/17,14-15,12599
11/08/17,15-16,12521
11/08/17,16-17,12424
11/08/17,17-18,12361
11/08/17,18-19,12313
11/08/17,19-20,12105
11/08/17,20-21,12065
11/08/17,21-22,11905
11/08/17,22-23,11463
11/08/17,23-00,11060
12/08/17,00-01,10597
12/08/17,01-02,10385
12/08/17,02-03,10168
12/08/17,03-04,9976
12/08/17,04-05,10203
12/08/17,05-06,10400
12/08/17,06-07,10797
12/08/17,07-08,11311
12/08/17,08-09,11767
12/08/17,09-10,12168
12/08/17,10-11,12126
12/08/17,11-12,11995
12/08/17,12-13,11958
12/08/17,13-14,11840
12/08/17,14-15,11728
12/08/17,15-16,11666
12/08/17,16-17,11602
12/08/17,17-18,11734
12/08/17,18-19,11667
12/08/17,19-20,11619
12/08/17,20-21,11571
12/08/17,21-22,11431
12/08/17,22-23,11172
12/08/17,23-00,10909
13/08/17,00-01,10629
13/08/17,01-02,10519
13/08/17,02-03,10512
13/08/17,03-04,10481
13/08/17,04-05,10295
13/08/17,05-06,10284
13/08/17,06-07,10503
13/08/17,07-08,10976
13/08/17,08-09,11397
13/08/17,09-10,11634
13/08/17,10-11,11770
13/08/17,11-12,11829
13/08/17,12-13,11704
13/08/17,13-14,11708
13/08/17,14-15,11688
13/08/17,15-16,11745
13/08/17,16-17,11749
13/08/17,17-18,11956
13/08/17,18-19,11995
13/08/17,19-20,12044
13/08/17,20-21,12228
13/08/17,21-22,12105
13/08/17,22-23,11620
13/08/17,23-00,11124
14/08/17,00-01,10811
14/08/17,01-02,10658
14/08/17,02-03,10622
14/08/17,03-04,10693
14/08/17,04-05,10914
14/08/17,05-06,11978
14/08/17,06-07,13158
14/08/17,07-08,13289
14/08/17,08-09,13294
14/08/17,09-10,13416
14/08/17,10-11,13253
14/08/17,11-12,13247
14/08/17,12-13,13212
14/08/17,13-14,13163
14/08/17,14-15,13040
14/08/17,15-16,13033
14/08/17,16-17,12950
14/08/17,17-18,12832
14/08/17,18-19,12844
14/08/17,19-20,12775
14/08/17,20-21,12746
14/08/17,21-22,12476
14/08/17,22-23,11871
14/08/17,23-00,11388
15/08/17,00-01,10976
15/08/17,01-02,10856
15/08/17,02-03,10782
15/08/17,03-04,10796
15/08/17,04-05,10932
15/08/17,05-06,11799
15/08/17,06-07,12882
15/08/17,07-08,13383
15/08/17,08-09,13493
15/08/17,09-10,13531
15/08/17,10-11,13459
15/08/17,11-12,13452
15/08/17,12-13,13454
15/08/17,13-14,13539
15/08/17,14-15,13468
15/08/17,15-16,13457
15/08/17,16-17,13286
15/08/17,17-18,13195
15/08/17,18-19,13135
15/08/17,19-20,13037
15/08/17,20-21,12944
15/08/17,21-22,12777
15/08/17,22-23,12052
15/08/17,23-00,11365
16/08/17,00-01,10947
16/08/17,01-02,10789
16/08/17,02-03,10710
16/08/17,03-04,10762
16/08/17,04-05,10971
16/08/17,05-06,11633
16/08/17,06-07,12727
16/08/17,07-08,13093
16/08/17,08-09,13091
16/08/17,09-10,13199
16/08/17,10-11,13212
16/08/17,11-12,13078
16/08/17,12-13,12966
16/08/17,13-14,12913
16/08/17,14-15,12745
16/08/17,15-16,12806
